Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3309,0,3283,0.4980279126213592,1.0
0.01,630,2679,0,3283,0.5935983009708737,1.0
0.02,738,2571,2,3281,0.6096783980582524,0.999390801096558
0.03,798,2511,3,3280,0.618628640776699,0.9990862016448371
0.04,847,2462,3,3280,0.6260618932038835,0.9990862016448371
0.05,899,2410,4,3279,0.6337985436893204,0.9987816021931161
0.06,940,2369,5,3278,0.6398665048543689,0.9984770027413951
0.07,976,2333,6,3277,0.6451759708737864,0.998172403289674
0.08,1030,2279,6,3277,0.6533677184466019,0.998172403289674
0.09,1081,2228,7,3276,0.6609526699029126,0.997867803837953
0.1,1122,2187,9,3274,0.6668689320388349,0.9972586049345111
0.11,1161,2148,10,3273,0.6726334951456311,0.9969540054827901
0.12,1201,2108,13,3270,0.678246359223301,0.9960402071276272
0.13,1237,2072,15,3268,0.6834041262135923,0.9954310082241852
0.14,1278,2031,15,3268,0.689623786407767,0.9954310082241852
0.15,1329,1980,17,3266,0.6970570388349514,0.9948218093207433
0.16,1381,1928,19,3264,0.7046419902912622,0.9942126104173012
0.17,1434,1875,22,3261,0.7122269417475728,0.9932988120621383
0.18,1473,1836,26,3257,0.7175364077669902,0.9920804142552544
0.19,1516,1793,29,3254,0.7236043689320388,0.9911666159000914
0.2,1555,1754,31,3252,0.7292172330097088,0.9905574169966495
0.21,1618,1691,34,3249,0.7383191747572816,0.9896436186414864
0.22,1661,1648,39,3244,0.7440837378640777,0.9881206213828815
0.23,1704,1605,43,3240,0.75,0.9869022235759976
0.24,1753,1556,47,3236,0.7568264563106796,0.9856838257691136
0.25,1812,1497,53,3230,0.7648665048543689,0.9838562290587877
0.26,1866,1443,61,3222,0.7718446601941747,0.9814194334450198
0.27,1912,1397,73,3210,0.777002427184466,0.9777642400243679
0.28,1967,1342,87,3196,0.7832220873786407,0.9734998477002741
0.29,2014,1295,98,3185,0.7886832524271845,0.9701492537313433
0.3,2066,1243,105,3178,0.7955097087378641,0.9680170575692963
0.31,2115,1194,119,3164,0.8008191747572816,0.9637526652452025
0.32,2179,1130,142,3141,0.8070388349514563,0.9567468778556198
0.33,2235,1074,156,3127,0.8134101941747572,0.952482485531526
0.34,2285,1024,172,3111,0.8185679611650486,0.9476088943039902
0.35,2348,961,194,3089,0.8247876213592233,0.9409077063661285
0.36,2405,904,215,3068,0.830248786407767,0.9345111178799879
0.37,2463,846,239,3044,0.8354065533980582,0.9272007310386842
0.38,2508,801,262,3021,0.8387439320388349,0.9201949436491015
0.39,2565,744,290,2993,0.8431432038834952,0.9116661590009137
0.4,2609,700,316,2967,0.845873786407767,0.9037465732561681
0.41,2653,656,341,2942,0.8487560679611651,0.8961315869631434
0.42,2696,613,376,2907,0.8499696601941747,0.885470606152909
0.43,2726,583,396,2887,0.8514866504854369,0.8793786171184892
0.44,2754,555,414,2869,0.853003640776699,0.8738958269875114
0.45,2779,530,434,2849,0.8537621359223301,0.8678038379530917
0.46,2810,499,460,2823,0.8545206310679612,0.8598842522083461
0.47,2826,483,478,2805,0.8542172330097088,0.8544014620773682
0.48,2845,464,492,2791,0.8549757281553398,0.8501370697532744
0.49,2855,454,510,2773,0.8537621359223301,0.8446542796222967
0.5,2868,441,530,2753,0.8527002427184466,0.8385622905878769
0.51,2887,422,553,2730,0.8520934466019418,0.8315565031982942
0.52,2913,396,568,2715,0.8537621359223301,0.8269875114224794
0.53,2927,382,587,2696,0.853003640776699,0.8212001218397806
0.54,2941,368,608,2675,0.8519417475728155,0.81480353335364
