Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3226,0,3334,0.5082317073170731,1.0
0.01,745,2481,2,3332,0.6214939024390244,0.9994001199760048
0.02,857,2369,3,3331,0.6384146341463415,0.9991001799640072
0.03,963,2263,5,3329,0.6542682926829269,0.998500299940012
0.04,1024,2202,7,3327,0.6632621951219512,0.9979004199160167
0.05,1081,2145,8,3326,0.6717987804878048,0.9976004799040192
0.06,1146,2080,8,3326,0.6817073170731708,0.9976004799040192
0.07,1193,2033,8,3326,0.6888719512195122,0.9976004799040192
0.08,1240,1986,10,3324,0.6957317073170731,0.997000599880024
0.09,1296,1930,10,3324,0.7042682926829268,0.997000599880024
0.1,1338,1888,12,3322,0.7103658536585366,0.9964007198560288
0.11,1375,1851,13,3321,0.7158536585365853,0.9961007798440312
0.12,1426,1800,18,3316,0.7228658536585366,0.9946010797840432
0.13,1468,1758,20,3314,0.7289634146341464,0.994001199760048
0.14,1515,1711,22,3312,0.7358231707317073,0.9934013197360528
0.15,1561,1665,24,3310,0.7425304878048781,0.9928014397120576
0.16,1613,1613,24,3310,0.7504573170731708,0.9928014397120576
0.17,1656,1570,34,3300,0.7554878048780488,0.9898020395920816
0.18,1692,1534,39,3295,0.7602134146341464,0.9883023395320936
0.19,1741,1485,42,3292,0.7672256097560975,0.9874025194961008
0.2,1793,1433,49,3285,0.7740853658536585,0.9853029394121176
0.21,1837,1389,55,3279,0.7798780487804878,0.9835032993401319
0.22,1880,1346,62,3272,0.7853658536585366,0.9814037192561488
0.23,1915,1311,69,3265,0.7896341463414634,0.9793041391721655
0.24,1957,1269,72,3262,0.7955792682926829,0.9784043191361728
0.25,2004,1222,80,3254,0.8015243902439024,0.976004799040192
0.26,2053,1173,87,3247,0.8079268292682927,0.9739052189562087
0.27,2095,1131,94,3240,0.8132621951219512,0.9718056388722256
0.28,2137,1089,103,3231,0.8182926829268292,0.9691061787642472
0.29,2186,1040,114,3220,0.8240853658536585,0.9658068386322736
0.3,2221,1005,124,3210,0.8278963414634146,0.9628074385122976
0.31,2261,965,134,3200,0.832469512195122,0.9598080383923215
0.32,2315,911,145,3189,0.8390243902439024,0.9565086982603479
0.33,2353,873,164,3170,0.8419207317073171,0.9508098380323935
0.34,2412,814,180,3154,0.8484756097560976,0.946010797840432
0.35,2454,772,193,3141,0.8528963414634146,0.9421115776844631
0.36,2494,732,223,3111,0.854420731707317,0.9331133773245351
0.37,2529,697,247,3087,0.8560975609756097,0.9259148170365927
0.38,2565,661,265,3069,0.8588414634146342,0.9205158968206358
0.39,2595,631,286,3048,0.8602134146341464,0.9142171565686863
0.4,2626,600,312,3022,0.8609756097560975,0.9064187162567486
0.41,2662,564,329,3005,0.8638719512195122,0.9013197360527895
0.42,2682,544,350,2984,0.863719512195122,0.8950209958008398
0.43,2703,523,366,2968,0.8644817073170732,0.8902219556088782
0.44,2722,504,386,2948,0.864329268292683,0.8842231553689263
0.45,2741,485,401,2933,0.864939024390244,0.8797240551889622
0.46,2758,468,420,2914,0.8646341463414634,0.8740251949610078
0.47,2774,452,445,2889,0.8632621951219512,0.8665266946610678
0.48,2801,425,459,2875,0.8652439024390244,0.8623275344931014
0.49,2827,399,475,2859,0.8667682926829269,0.8575284943011398
0.5,2841,385,498,2836,0.8653963414634146,0.850629874025195
0.51,2857,369,511,2823,0.8658536585365854,0.8467306538692262
0.52,2872,354,524,2810,0.8661585365853659,0.8428314337132573
0.53,2887,339,539,2795,0.8661585365853659,0.8383323335332934
0.54,2896,330,564,2770,0.863719512195122,0.8308338332333534
0.55,2910,316,583,2751,0.8629573170731707,0.825134973005399
0.56,2925,301,596,2738,0.8632621951219512,0.8212357528494301
0.57,2933,293,613,2721,0.8618902439024391,0.8161367726454709
0.58,2945,281,628,2706,0.8614329268292683,0.8116376724655069
0.59,2957,269,640,2694,0.8614329268292683,0.8080383923215357
0.6,2971,255,657,2677,0.8609756097560975,0.8029394121175765
0.61,2979,247,675,2659,0.8594512195121952,0.7975404919016197
0.62,2989,237,692,2642,0.8583841463414634,0.7924415116976604
0.63,3010,216,752,2582,0.8524390243902439,0.7744451109778044
0.64,3027,199,784,2550,0.8501524390243902,0.7648470305938813
0.65,3039,187,808,2526,0.8483231707317073,0.7576484703059388
0.66,3049,177,842,2492,0.8446646341463414,0.7474505098980204
0.67,3065,161,870,2464,0.8428353658536586,0.7390521895620876
0.68,3076,150,896,2438,0.8405487804878049,0.73125374925015
0.69,3082,144,926,2408,0.836890243902439,0.7222555488902219
0.7,3095,131,953,2381,0.8347560975609756,0.7141571685662867
0.71,3102,124,985,2349,0.8309451219512195,0.7045590881823636
0.72,3117,109,1023,2311,0.8274390243902439,0.6931613677264548
0.73,3128,98,1047,2287,0.8254573170731707,0.6859628074385123
0.74,3135,91,1072,2262,0.8227134146341464,0.6784643071385723
0.75,3140,86,1102,2232,0.8189024390243902,0.6694661067786443
0.76,3149,77,1132,2202,0.8157012195121951,0.6604679064187162
0.77,3155,71,1176,2158,0.8099085365853659,0.6472705458908218
0.78,3158,68,1199,2135,0.806859756097561,0.640371925614877
0.79,3162,64,1232,2102,0.802439024390244,0.6304739052189562
