Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.8,3169,57,1263,2071,0.7987804878048781,0.6211757648470306
0.81,3174,52,1295,2039,0.7946646341463415,0.6115776844631073
0.82,3176,50,1334,2000,0.7890243902439025,0.5998800239952009
0.83,3180,46,1374,1960,0.7835365853658537,0.587882423515297
0.84,3185,41,1405,1929,0.7795731707317073,0.5785842831433713
0.85,3188,38,1438,1896,0.775,0.5686862627474505
0.86,3193,33,1476,1858,0.769969512195122,0.5572885422915417
0.87,3194,32,1514,1820,0.7643292682926829,0.5458908218356329
0.88,3196,30,1548,1786,0.7594512195121951,0.5356928614277144
0.89,3198,28,1599,1735,0.7519817073170731,0.5203959208158369
0.9,3202,24,1639,1695,0.7464939024390244,0.5083983203359328
0.91,3202,24,1688,1646,0.7390243902439024,0.4937012597480504
0.92,3207,19,1744,1590,0.73125,0.47690461907618475
0.93,3211,15,1816,1518,0.7208841463414634,0.4553089382123575
0.94,3212,14,1871,1463,0.7126524390243902,0.4388122375524895
0.95,3214,12,1937,1397,0.7028963414634146,0.4190161967606479
0.96,3220,6,2022,1312,0.6908536585365853,0.3935212957408518
0.97,3222,4,2096,1238,0.6798780487804879,0.3713257348530294
0.98,3224,2,2205,1129,0.6635670731707317,0.33863227354529096
0.99,3225,1,2352,982,0.6413109756097561,0.29454109178164367
1.0,3226,0,3101,233,0.5272865853658537,0.06988602279544091
