Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3294,0,3298,0.5003033980582524,1.0
0.01,668,2626,1,3297,0.6014866504854369,0.9996967859308672
0.02,787,2507,1,3297,0.6195388349514563,0.9996967859308672
0.03,873,2421,1,3297,0.6325849514563107,0.9996967859308672
0.04,951,2343,1,3297,0.6444174757281553,0.9996967859308672
0.05,1018,2276,2,3296,0.6544296116504854,0.9993935718617344
0.06,1089,2205,6,3292,0.6645934466019418,0.9981807155852032
0.07,1155,2139,7,3291,0.6744538834951457,0.9978775015160704
0.08,1215,2079,12,3286,0.6827973300970874,0.9963614311704063
0.09,1271,2023,16,3282,0.6906856796116505,0.9951485748938751
0.1,1319,1975,20,3278,0.6973604368932039,0.9939357186173439
0.11,1371,1923,23,3275,0.7047936893203883,0.9930260764099454
0.12,1422,1872,27,3271,0.7119235436893204,0.9918132201334142
0.13,1461,1833,30,3268,0.7173847087378641,0.9909035779260158
0.14,1517,1777,34,3264,0.7252730582524272,0.9896907216494846
0.15,1560,1734,38,3260,0.7311893203883495,0.9884778653729533
0.16,1601,1693,45,3253,0.7363470873786407,0.9863553668890237
0.17,1637,1657,50,3248,0.7410497572815534,0.9848392965433597
0.18,1678,1616,53,3245,0.7468143203883495,0.9839296543359611
0.19,1733,1561,58,3240,0.7543992718446602,0.9824135839902971
0.2,1783,1511,62,3236,0.761377427184466,0.9812007277137659
0.21,1821,1473,69,3229,0.7660800970873787,0.9790782292298362
0.22,1873,1421,72,3226,0.7735133495145631,0.9781685870224378
0.23,1912,1382,80,3218,0.7782160194174758,0.9757428744693754
0.24,1967,1327,89,3209,0.7851941747572816,0.9730139478471801
0.25,2015,1279,96,3202,0.7914138349514563,0.9708914493632504
0.26,2050,1244,108,3190,0.7949029126213593,0.9672528805336568
0.27,2091,1203,121,3177,0.7991504854368932,0.9633110976349303
0.28,2135,1159,135,3163,0.8037014563106796,0.959066100667071
0.29,2186,1108,144,3154,0.8100728155339806,0.9563371740448757
0.3,2231,1063,153,3145,0.8155339805825242,0.9536082474226805
0.31,2270,1024,169,3129,0.8190230582524272,0.9487568223165554
0.32,2329,965,182,3116,0.826001213592233,0.944815039417829
0.33,2382,912,196,3102,0.8319174757281553,0.9405700424499697
0.34,2435,859,221,3077,0.8361650485436893,0.9329896907216495
0.35,2470,824,238,3060,0.8388956310679612,0.9278350515463918
0.36,2512,782,255,3043,0.8426881067961165,0.9226804123711341
0.37,2553,741,277,3021,0.8455703883495146,0.9160097028502122
0.38,2582,712,299,2999,0.8466322815533981,0.9093389933292905
0.39,2621,673,323,2975,0.8489077669902912,0.9020618556701031
0.4,2659,635,346,2952,0.8511832524271845,0.8950879320800486
0.41,2698,596,369,2929,0.8536104368932039,0.8881140084899939
0.42,2726,568,385,2913,0.8554308252427184,0.883262583383869
0.43,2753,541,409,2889,0.8558859223300971,0.8759854457246816
0.44,2788,506,427,2871,0.8584648058252428,0.8705275924802911
0.45,2811,483,454,2844,0.8578580097087378,0.8623408126137053
0.46,2832,462,475,2823,0.8578580097087378,0.8559733171619163
0.47,2848,446,491,2807,0.8578580097087378,0.8511218920557914
0.48,2879,415,507,2791,0.8601334951456311,0.8462704669496665
0.49,2899,395,516,2782,0.8618021844660194,0.8435415403274712
0.5,2907,387,535,2763,0.8601334951456311,0.8377804730139479
0.51,2919,375,549,2749,0.8598300970873787,0.8335354760460886
0.52,2933,361,567,2731,0.8592233009708737,0.8280776228016979
0.53,2947,347,591,2707,0.8577063106796117,0.8208004851425106
0.54,2960,334,611,2687,0.8566444174757282,0.8147362037598544
0.55,2969,325,620,2678,0.8566444174757282,0.8120072771376592
0.56,2978,316,633,2665,0.8560376213592233,0.8080654942389327
0.57,2991,303,654,2644,0.8548240291262136,0.8016979987871438
0.58,3001,293,672,2626,0.8536104368932039,0.7962401455427531
0.59,3012,282,682,2616,0.8537621359223301,0.7932080048514251
0.6,3024,270,696,2602,0.8534587378640777,0.7889630078835658
0.61,3052,242,752,2546,0.8492111650485437,0.7719830200121286
0.62,3067,227,785,2513,0.8464805825242718,0.7619769557307459
0.63,3075,219,805,2493,0.8446601941747572,0.7559126743480897
0.64,3086,208,825,2473,0.8432949029126213,0.7498483929654336
0.65,3098,196,841,2457,0.8426881067961165,0.7449969678593087
0.66,3114,180,866,2432,0.8413228155339806,0.7374166161309885
0.67,3120,174,890,2408,0.8385922330097088,0.730139478471801
0.68,3133,161,919,2379,0.8361650485436893,0.7213462704669497
0.69,3145,149,940,2358,0.8347997572815534,0.7149787750151607
0.7,3150,144,962,2336,0.8322208737864077,0.708308065494239
0.71,3164,130,991,2307,0.8299453883495146,0.6995148574893875
0.72,3175,119,1024,2274,0.8266080097087378,0.6895087932080048
0.73,3187,107,1042,2256,0.8256978155339806,0.6840509399636143
0.74,3199,95,1068,2230,0.8235740291262136,0.6761673741661614
0.75,3208,86,1103,2195,0.819629854368932,0.665554881746513
0.76,3215,79,1130,2168,0.8165958737864077,0.6573681018799272
0.77,3220,74,1165,2133,0.8120449029126213,0.646755609460279
0.78,3227,67,1190,2108,0.8093143203883495,0.6391752577319587
0.79,3233,61,1219,2079,0.8058252427184466,0.6303820497271073
0.8,3241,53,1245,2053,0.8030946601941747,0.6224984839296543
0.81,3248,46,1281,2017,0.7986953883495146,0.6115827774408733
0.82,3250,44,1321,1977,0.7929308252427184,0.5994542146755609
0.83,3257,37,1355,1943,0.7888349514563107,0.5891449363250455
0.84,3258,36,1395,1903,0.7829186893203883,0.5770163735597331
0.85,3259,35,1418,1880,0.7795813106796117,0.5700424499696786
0.86,3263,31,1454,1844,0.7747269417475728,0.5591267434808975
0.87,3265,29,1505,1793,0.7672936893203883,0.5436628259551243
0.88,3269,25,1549,1749,0.7612257281553398,0.5303214069132808
0.89,3271,23,1586,1712,0.7559162621359223,0.5191024863553669
0.9,3275,19,1623,1675,0.7509101941747572,0.507883565797453
0.91,3276,18,1683,1615,0.7419599514563107,0.4896907216494845
0.92,3281,13,1736,1562,0.7346783980582524,0.4736203759854457
0.93,3283,11,1791,1507,0.7266383495145631,0.4569436021831413
0.94,3283,11,1851,1447,0.7175364077669902,0.4387507580351728
0.95,3285,9,1910,1388,0.7088895631067961,0.4208611279563372
0.96,3286,8,1975,1323,0.6991808252427184,0.4011522134627047
0.97,3289,5,2073,1225,0.6847694174757282,0.3714372346876895
0.98,3292,2,2167,1131,0.6709648058252428,0.3429351121892056
0.99,3292,2,2301,997,0.6506371359223301,0.3023044269254093
1.0,3294,0,3090,208,0.53125,0.06306852637962401
