Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3250,0,3342,0.5069781553398058,1.0
0.01,754,2496,2,3340,0.6210558252427184,0.9994015559545183
0.02,898,2352,3,3339,0.642748786407767,0.9991023339317774
0.03,985,2265,5,3337,0.6556432038834952,0.9985038898862957
0.04,1053,2197,11,3331,0.6650485436893204,0.9967085577498503
0.05,1123,2127,12,3330,0.6755157766990292,0.9964093357271095
0.06,1194,2056,15,3327,0.6858313106796117,0.9955116696588869
0.07,1250,2000,16,3326,0.6941747572815534,0.995212447636146
0.08,1319,1931,18,3324,0.7043385922330098,0.9946140035906643
0.09,1355,1895,20,3322,0.709496359223301,0.9940155595451825
0.1,1408,1842,23,3319,0.7170813106796117,0.9931178934769599
0.11,1463,1787,30,3312,0.7243628640776699,0.9910233393177738
0.12,1510,1740,35,3307,0.7307342233009708,0.9895272292040694
0.13,1559,1691,38,3304,0.7377123786407767,0.9886295631358468
0.14,1609,1641,47,3295,0.7439320388349514,0.985936564931179
0.15,1646,1604,49,3293,0.7492415048543689,0.9853381208856972
0.16,1684,1566,59,3283,0.7534890776699029,0.9823459006582884
0.17,1726,1524,64,3278,0.7591019417475728,0.9808497905445841
0.18,1771,1479,69,3273,0.7651699029126213,0.9793536804308797
0.19,1823,1427,72,3270,0.7726031553398058,0.9784560143626571
0.2,1865,1385,77,3265,0.7782160194174758,0.9769599042489527
0.21,1911,1339,80,3262,0.7847390776699029,0.9760622381807301
0.22,1940,1310,88,3254,0.7879247572815534,0.9736684619988031
0.23,1975,1275,94,3248,0.7923240291262136,0.9718731298623579
0.24,2012,1238,106,3236,0.7961165048543689,0.9682824655894674
0.25,2067,1183,120,3222,0.8023361650485437,0.9640933572710951
0.26,2111,1139,127,3215,0.8079490291262136,0.961998803111909
0.27,2156,1094,138,3204,0.8131067961165048,0.9587073608617595
0.28,2195,1055,156,3186,0.8162924757281553,0.9533213644524237
0.29,2247,1003,173,3169,0.8216019417475728,0.9482345900658289
0.3,2273,977,183,3159,0.8240291262135923,0.9452423698384201
0.31,2319,931,199,3143,0.8285800970873787,0.9404548174745662
0.32,2359,891,212,3130,0.8326759708737864,0.9365649311789348
0.33,2401,849,226,3116,0.8369235436893204,0.9323758228605625
0.34,2443,807,252,3090,0.8393507281553398,0.9245960502692998
0.35,2483,767,273,3069,0.8422330097087378,0.9183123877917415
0.36,2523,727,288,3054,0.8460254854368932,0.9138240574506283
0.37,2557,693,301,3041,0.8492111650485437,0.909934171154997
0.38,2583,667,319,3023,0.8504247572815534,0.9045481747456613
0.39,2615,635,333,3009,0.8531553398058253,0.900359066427289
0.4,2647,603,352,2990,0.855127427184466,0.8946738479952124
0.41,2672,578,373,2969,0.8557342233009708,0.8883901855176541
0.42,2694,556,391,2951,0.8563410194174758,0.8830041891083183
0.43,2710,540,408,2934,0.8561893203883495,0.8779174147217235
0.44,2730,520,427,2915,0.8563410194174758,0.8722321962896469
0.45,2751,499,442,2900,0.857251213592233,0.8677438659485338
0.46,2779,471,453,2889,0.8598300970873787,0.8644524236983842
0.47,2793,457,469,2873,0.8595266990291263,0.8596648713345302
0.48,2816,434,481,2861,0.8611953883495146,0.8560742070616397
0.49,2836,414,494,2848,0.8622572815533981,0.8521843207660084
0.5,2852,398,509,2833,0.8624089805825242,0.8476959904248953
0.51,2870,380,529,2813,0.8621055825242718,0.8417115499700778
0.52,2885,365,545,2797,0.8619538834951457,0.8369239976062238
0.53,2897,353,553,2789,0.8625606796116505,0.8345302214242968
0.54,2910,340,561,2781,0.8633191747572816,0.8321364452423698
0.55,2925,325,581,2761,0.8625606796116505,0.8261520047875524
0.56,2934,316,604,2738,0.8604368932038835,0.8192698982645122
0.57,2951,299,620,2722,0.8605885922330098,0.8144823459006583
0.58,2964,286,637,2705,0.8599817961165048,0.8093955715140634
0.59,2975,275,659,2683,0.8583131067961165,0.8028126870137642
0.6,2984,266,677,2665,0.8569478155339806,0.7974266906044285
0.61,2995,255,699,2643,0.8552791262135923,0.7908438061041293
0.62,3024,226,763,2579,0.8499696601941747,0.7716935966487134
0.63,3039,211,783,2559,0.8492111650485437,0.7657091561938959
0.64,3052,198,809,2533,0.8472390776699029,0.7579293836026332
0.65,3067,183,831,2511,0.8461771844660194,0.751346499102334
0.66,3078,172,854,2488,0.8443567961165048,0.7444643925792939
0.67,3087,163,879,2463,0.8419296116504854,0.7369838420107719
0.68,3097,153,906,2436,0.8393507281553398,0.7289048473967684
0.69,3109,141,929,2413,0.8376820388349514,0.7220227408737283
0.7,3121,129,964,2378,0.8341929611650486,0.7115499700777977
0.71,3131,119,1003,2339,0.8297936893203883,0.6998803111909037
0.72,3142,108,1024,2318,0.8282766990291263,0.6935966487133453
0.73,3150,100,1055,2287,0.8247876213592233,0.6843207660083782
0.74,3160,90,1084,2258,0.8219053398058253,0.6756433273488929
0.75,3166,84,1118,2224,0.8176577669902912,0.6654697785757032
0.76,3174,76,1143,2199,0.8150788834951457,0.6579892280071813
0.77,3183,67,1173,2169,0.8118932038834952,0.6490125673249552
0.78,3192,58,1204,2138,0.8085558252427184,0.639736684619988
0.79,3195,55,1241,2101,0.8033980582524272,0.6286654697785757
0.8,3203,47,1279,2063,0.7988470873786407,0.6172950329144224
0.81,3209,41,1320,2022,0.7935376213592233,0.6050269299820467
0.82,3212,38,1366,1976,0.7870145631067961,0.5912627169359664
0.83,3217,33,1399,1943,0.7827669902912622,0.5813883901855177
0.84,3219,31,1430,1912,0.7783677184466019,0.5721125074805505
0.85,3222,28,1465,1877,0.7735133495145631,0.56163973668462
0.86,3223,27,1509,1833,0.7669902912621359,0.5484739676840216
0.87,3226,24,1537,1805,0.7631978155339806,0.540095751047277
0.88,3229,21,1584,1758,0.7565230582524272,0.526032315978456
0.89,3231,19,1631,1711,0.7496966019417476,0.511968880909635
0.9,3234,16,1675,1667,0.7434769417475728,0.4988031119090365
0.91,3237,13,1720,1622,0.7371055825242718,0.48533812088569717
0.92,3239,11,1774,1568,0.7292172330097088,0.46918013165769
0.93,3241,9,1855,1487,0.7172330097087378,0.44494314781567923
0.94,3241,9,1908,1434,0.7091929611650486,0.42908438061041293
0.95,3242,8,1978,1364,0.6987257281553398,0.40813883901855175
0.96,3245,5,2057,1285,0.6871966019417476,0.3845002992220227
0.97,3247,3,2139,1203,0.6750606796116505,0.3599640933572711
0.98,3248,2,2232,1110,0.6611043689320388,0.33213644524236985
0.99,3248,2,2393,949,0.6366808252427184,0.2839616995810892
1.0,3249,1,3150,192,0.521996359223301,0.05745062836624776
