Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3264,0,3296,0.5024390243902439,1.0
0.01,765,2499,1,3295,0.6189024390243902,0.9996966019417476
0.02,882,2382,3,3293,0.6364329268292683,0.9990898058252428
0.03,978,2286,6,3290,0.650609756097561,0.9981796116504854
0.04,1061,2203,7,3289,0.663109756097561,0.997876213592233
0.05,1121,2143,11,3285,0.6716463414634146,0.9966626213592233
0.06,1174,2090,14,3282,0.6792682926829269,0.995752427184466
0.07,1227,2037,16,3280,0.6870426829268292,0.9951456310679612
0.08,1279,1985,18,3278,0.6946646341463415,0.9945388349514563
0.09,1323,1941,20,3276,0.7010670731707317,0.9939320388349514
0.1,1384,1880,23,3273,0.7099085365853659,0.9930218446601942
0.11,1435,1829,26,3270,0.7172256097560976,0.9921116504854369
0.12,1487,1777,29,3267,0.7246951219512195,0.9912014563106796
0.13,1543,1721,35,3261,0.7323170731707317,0.9893810679611651
0.14,1581,1683,38,3258,0.7376524390243903,0.9884708737864077
0.15,1622,1642,39,3257,0.74375,0.9881674757281553
0.16,1671,1593,42,3254,0.7507621951219512,0.9872572815533981
0.17,1716,1548,47,3249,0.756859756097561,0.9857402912621359
0.18,1756,1508,54,3242,0.761890243902439,0.9836165048543689
0.19,1803,1461,61,3235,0.7679878048780487,0.9814927184466019
0.2,1849,1415,71,3225,0.7734756097560975,0.9784587378640777
0.21,1877,1387,82,3214,0.7760670731707318,0.975121359223301
0.22,1919,1345,89,3207,0.7814024390243902,0.972997572815534
0.23,1962,1302,96,3200,0.786890243902439,0.970873786407767
0.24,2008,1256,104,3192,0.7926829268292683,0.9684466019417476
0.25,2056,1208,111,3185,0.7989329268292683,0.9663228155339806
0.26,2091,1173,127,3169,0.801829268292683,0.9614684466019418
0.27,2137,1127,137,3159,0.8073170731707318,0.9584344660194175
0.28,2192,1072,151,3145,0.8135670731707317,0.9541868932038835
0.29,2236,1028,161,3135,0.81875,0.9511529126213593
0.3,2285,979,180,3116,0.8233231707317074,0.9453883495145631
0.31,2322,942,196,3100,0.8265243902439025,0.9405339805825242
0.32,2361,903,211,3085,0.8301829268292683,0.9359830097087378
0.33,2412,852,231,3065,0.8349085365853659,0.9299150485436893
0.34,2459,805,249,3047,0.839329268292683,0.9244538834951457
0.35,2501,763,277,3019,0.8414634146341463,0.9159587378640777
0.36,2535,729,286,3010,0.8452743902439024,0.9132281553398058
0.37,2581,683,306,2990,0.8492378048780488,0.9071601941747572
0.38,2608,656,327,2969,0.8501524390243902,0.9007888349514563
0.39,2644,620,345,2951,0.8528963414634146,0.8953276699029126
0.4,2667,597,368,2928,0.8528963414634146,0.8883495145631068
0.41,2697,567,397,2899,0.8530487804878049,0.8795509708737864
0.42,2723,541,411,2885,0.8548780487804878,0.8753033980582524
0.43,2753,511,430,2866,0.8565548780487805,0.8695388349514563
0.44,2773,491,444,2852,0.8574695121951219,0.8652912621359223
0.45,2802,462,467,2829,0.8583841463414634,0.8583131067961165
0.46,2826,438,483,2813,0.8596036585365854,0.8534587378640777
0.47,2848,416,501,2795,0.8602134146341464,0.847997572815534
0.48,2868,396,518,2778,0.8606707317073171,0.8428398058252428
0.49,2879,385,540,2756,0.8589939024390244,0.8361650485436893
0.5,2905,359,550,2746,0.8614329268292683,0.8331310679611651
0.51,2914,350,561,2735,0.8611280487804878,0.8297936893203883
0.52,2925,339,582,2714,0.8596036585365854,0.8234223300970874
0.53,2937,327,608,2688,0.8574695121951219,0.8155339805825242
0.54,2955,309,634,2662,0.85625,0.8076456310679612
0.55,2963,301,654,2642,0.854420731707317,0.8015776699029126
0.56,2978,286,671,2625,0.8541158536585366,0.7964199029126213
0.57,2988,276,688,2608,0.8530487804878049,0.7912621359223301
0.58,2997,267,713,2583,0.850609756097561,0.7836771844660194
0.59,3006,258,731,2565,0.8492378048780488,0.7782160194174758
0.6,3012,252,750,2546,0.8472560975609756,0.7724514563106796
0.61,3037,227,784,2512,0.8458841463414634,0.7621359223300971
0.62,3041,223,809,2487,0.8426829268292683,0.7545509708737864
0.63,3048,216,838,2458,0.839329268292683,0.745752427184466
0.64,3058,206,859,2437,0.8376524390243902,0.7393810679611651
0.65,3067,197,875,2421,0.8365853658536585,0.7345266990291263
0.66,3072,192,895,2401,0.8342987804878049,0.7284587378640777
0.67,3096,168,964,2332,0.8274390243902439,0.7075242718446602
0.68,3107,157,998,2298,0.8239329268292683,0.6972087378640777
0.69,3118,146,1029,2267,0.8208841463414634,0.6878033980582524
0.7,3127,137,1055,2241,0.8182926829268292,0.6799150485436893
