Threshold,True_Negatives,False_Positives,False_Negatives,True_Positives,Accuracy,Recall
0.0,0,3262,0,3298,0.5027439024390243,1.0
0.01,729,2533,2,3296,0.6135670731707317,0.9993935718617344
0.02,851,2411,5,3293,0.6317073170731707,0.998483929654336
0.03,949,2313,8,3290,0.646189024390244,0.9975742874469375
0.04,1018,2244,9,3289,0.6565548780487804,0.9972710733778047
0.05,1078,2184,9,3289,0.6657012195121951,0.9972710733778047
0.06,1141,2121,10,3288,0.6751524390243903,0.9969678593086719
0.07,1189,2073,12,3286,0.6821646341463414,0.9963614311704063
0.08,1248,2014,17,3281,0.6903963414634147,0.9948453608247423
0.09,1304,1958,21,3277,0.6983231707317074,0.9936325045482111
0.1,1355,1907,24,3274,0.7056402439024391,0.9927228623408126
0.11,1397,1865,29,3269,0.7112804878048781,0.9912067919951486
0.12,1435,1827,33,3265,0.7164634146341463,0.9899939357186174
0.13,1491,1771,39,3259,0.7240853658536586,0.9881746513038205
0.14,1542,1720,44,3254,0.7310975609756097,0.9866585809581565
0.15,1581,1681,54,3244,0.7355182926829268,0.9836264402668283
0.16,1629,1633,63,3235,0.7414634146341463,0.9808975136446331
0.17,1667,1595,70,3228,0.7461890243902439,0.9787750151607034
0.18,1716,1546,75,3223,0.7528963414634147,0.9772589448150394
0.19,1755,1507,76,3222,0.7586890243902439,0.9769557307459066
0.2,1797,1465,87,3211,0.7634146341463415,0.9736203759854457
0.21,1839,1423,93,3205,0.7689024390243903,0.9718010915706489
0.22,1876,1386,108,3190,0.7722560975609756,0.9672528805336568
0.23,1911,1351,120,3178,0.7757621951219512,0.9636143117040631
0.24,1963,1299,129,3169,0.7823170731707317,0.9608853850818678
0.25,2014,1248,146,3152,0.7875,0.9557307459066101
0.26,2056,1206,155,3143,0.792530487804878,0.9530018192844147
0.27,2097,1165,170,3128,0.7964939024390244,0.9484536082474226
0.28,2140,1122,179,3119,0.8016768292682926,0.9457246816252274
0.29,2185,1077,187,3111,0.8073170731707318,0.9432989690721649
0.3,2230,1032,197,3101,0.8126524390243902,0.9402668283808369
0.31,2290,972,213,3085,0.819359756097561,0.935415403274712
0.32,2334,928,231,3067,0.8233231707317074,0.9299575500303214
0.33,2382,880,255,3043,0.8269817073170732,0.9226804123711341
0.34,2438,824,271,3027,0.833079268292683,0.917828987265009
0.35,2472,790,293,3005,0.8349085365853659,0.9111582777440873
0.36,2510,752,312,2986,0.8378048780487805,0.905397210430564
0.37,2548,714,346,2952,0.8384146341463414,0.8950879320800486
0.38,2597,665,375,2923,0.8414634146341463,0.886294724075197
