Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 5258826
n_zero_after_scaled  = 22441931
sMAD_WPS min         = 0.03423873395392809
sMAD_WPS median      = 0.040460760951561245
WPS_scaled min       = -0.9137542402404789
WPS_scaled median    = 4.2977789999193157e-17
WPS_scaled max       = 46.65566973156008
