Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   6.854854e+04    29.47%
   2   14   3.270393e+04    14.06%
   3   24   2.813687e+04    12.10%
   4   13   1.561463e+04     6.71%
   5    6   1.537665e+04     6.61%
   6    8   8.814054e+03     3.79%
   7    1   7.468921e+03     3.21%
   8    9   6.870745e+03     2.95%
   9   11   5.590025e+03     2.40%
  10    2   4.734557e+03     2.04%
  11   10   4.698082e+03     2.02%
  12    5   4.684381e+03     2.01%
  13    3   4.551757e+03     1.96%
  14    7   4.051702e+03     1.74%
  15   27   3.887383e+03     1.67%
  16   18   3.066578e+03     1.32%
  17   21   2.883041e+03     1.24%
  18   16   2.258010e+03     0.97%
  19   17   1.827837e+03     0.79%
  20   12   1.716679e+03     0.74%
  21   22   1.419242e+03     0.61%
  22   25   1.319828e+03     0.57%
  23   19   8.301157e+02     0.36%
  24   26   4.692553e+02     0.20%
  25   15   3.608029e+02     0.16%
  26   20   3.578485e+02     0.15%
  27   23   1.812366e+02     0.08%
  28    4   1.717972e+02     0.07%
