Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 3687438
n_zero_after_scaled  = 22231166
sMAD_WPS min         = 0.0476320447151891
sMAD_WPS median      = 0.05637191001189402
WPS_scaled min       = -0.8997348342530259
WPS_scaled median    = 0.0
WPS_scaled max       = 54.83307826162721
