roi,window_index,start_row,end_row,start_frame,end_frame,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_31,0,0,29,0.0,29.0,0.7333333333333334,25.112309128354482,3.7701042957277022,10.315736591422905,6.947410560982665,-1,42.55357142857143,-46.504276163619416,6.981674621717968,0.0893062836648864
ROI_31,1,5,34,5.0,34.0,0.7895833333333333,25.067060344718115,3.78523330432962,10.31109914400459,6.965771152405195,-1,42.26785714285716,-49.98114410063218,7.547366489588204,0.05539972453124739
ROI_31,2,10,39,10.0,39.0,0.8020833333333333,24.963089614223254,3.841852727637473,10.29055487413839,6.984055459958736,-1,42.125,-50.56181345473459,7.781530408987936,0.04398850309165992
ROI_31,3,15,44,15.0,44.0,0.7333333333333334,24.843559352693102,3.9178379554064495,10.27679908539368,6.9745245245213905,-1,42.08928571428573,-46.006591393876114,7.255255472974907,0.07376576471005375
