N,corr_AWE_Lidar,slope_TLS_Lidar_vs_AWE,intercept_TLS,slope_TLS_bootstrap_SE,intercept_TLS_bootstrap_SE,slope_TLS_CI_low_95,slope_TLS_CI_high_95,intercept_TLS_CI_low_95,intercept_TLS_CI_high_95
23,0.7360977441395159,1.3743781077208128,-67.72257536974132,0.34525650081082065,68.06976579692837,0.9080888857695296,2.2190389861559487,-233.62938682055358,24.012583854170988
