N,corr_AWE_BLO,slope_TLS_BLO_vs_AWE,intercept_TLS,slope_TLS_bootstrap_SE,intercept_TLS_bootstrap_SE,slope_TLS_CI_low_95,slope_TLS_CI_high_95,intercept_TLS_CI_low_95,intercept_TLS_CI_high_95
53,0.9543279496059338,0.9822642276495284,6.818974461233182,0.06018231585318692,11.754220318758183,0.875987137998827,1.104724467007206,-17.53925569706056,27.667959955235073
