saber_lat,saber_lon,saber_alt,saber_temp,saber_time,saber_local_time_pm12,saber_file,saber_i,saber_j,awe_lat,awe_lon,awe_time_nearest,awe_local_time_nearest_pm12,awe_file_nearest,awe_x_nearest,awe_temp_nearest,awe_MLCloud_nearest,distance_km_nearest,awe_temp_avg,awe_temp_std,awe_count_used,awe_temp_avg_unfiltered,awe_temp_std_unfiltered,awe_count_unfiltered,peak_altitude_km,saber_profile_mean_local_time_h,m4_T_K_shift_m0p75,m4_T_std_K_shift_m0p75,m4_z_eff_km_shift_m0p75,delta_temp_m4_unfiltered_K_shift_m0p75,year
18.70101928710937,-58.15084838867188,87.38316345214844,223.02780151367188,2024-01-03T01:49:39.347000,-2.049,SABER_L2A_2024003_119722_02.08.nc,43,189,16.890413284301758,-54.39374923706055,2024-01-03T01:39:40.325765,-1.965,awe_l3a_tmp_2024003T0132_00652_v01.nc,327,216.1999969482422,2.0,451.8915313272146,208.00180214256287,3.2546434242548035,1093,208.00180214256287,3.2546434242548035,1093,87.75,21.95,209.67,18.44,88.2,1.6681978574370646,2024
18.70003128051757,-58.14227294921875,87.01614379882812,219.23129272460932,2024-01-03T01:49:39.390000,-2.049,SABER_L2A_2024003_119722_02.08.nc,43,190,16.890413284301758,-54.39374923706055,2024-01-03T01:39:40.325765,-1.965,awe_l3a_tmp_2024003T0132_00652_v01.nc,327,216.1999969482422,2.0,451.02132906936544,208.0012977502464,3.253198325695703,1094,208.0012977502464,3.253198325695703,1094,87.75,21.95,209.67,18.44,88.2,1.6687022497536077,2024
18.698963165283203,-58.1336669921875,86.64900207519531,214.95462036132807,2024-01-03T01:49:39.436000,-2.048,SABER_L2A_2024003_119722_02.08.nc,43,191,16.890413284301758,-54.39374923706055,2024-01-03T01:39:40.325765,-1.965,awe_l3a_tmp_2024003T0132_00652_v01.nc,327,216.1999969482422,2.0,450.1444170829917,207.9953136912685,3.263409112635476,1099,207.9953136912685,3.263409112635476,1099,87.75,21.95,209.67,18.44,88.2,1.6746863087314807,2024
48.41154861450195,95.40921783447266,87.36734008789062,219.3212432861328,2024-01-14T13:07:39.763000,-4.512,SABER_L2A_2024014_119893_02.08.nc,33,191,45.86518859863281,99.68692779541016,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599975585937,17.0,435.7021359997228,219.18546045209408,1.573203167308656,467,219.18546045209408,1.573203167308656,467,84.21,19.49,227.24,14.15,84.56,8.054539547905932,2024
48.40882873535156,95.42106628417967,86.99752807617188,219.5333709716797,2024-01-14T13:07:39.809000,-4.511,SABER_L2A_2024014_119893_02.08.nc,33,192,45.86518859863281,99.68692779541016,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599975585937,17.0,434.8238544510421,219.1869083884428,1.5734957053463028,469,219.1869083884428,1.5734957053463028,469,84.21,19.49,227.24,14.15,84.56,8.053091611557193,2024
48.4062385559082,95.43292236328124,86.62763214111328,219.8050842285156,2024-01-14T13:07:39.852000,-4.51,SABER_L2A_2024014_119893_02.08.nc,33,193,45.86518859863281,99.68692779541016,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599975585937,17.0,433.95473796436033,219.2138994324882,1.578169316899368,477,219.2138994324882,1.578169316899368,477,84.21,19.49,227.24,14.15,84.56,8.026100567511804,2024
45.93184280395508,95.1858367919922,87.22264099121094,213.1991729736328,2024-01-14T13:08:22.869000,-4.515,SABER_L2A_2024014_119893_02.08.nc,34,192,45.86518859863281,99.68692779541016,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599975585937,17.0,353.1020562818176,218.4287499413974,1.6683281043290965,552,218.4287499413974,1.6683281043290965,552,84.82,19.49,224.03,11.01,84.83,5.601250058602602,2024
45.93562698364258,95.19762420654295,86.85446166992188,212.43325805664065,2024-01-14T13:08:22.805000,-4.514,SABER_L2A_2024014_119893_02.08.nc,34,193,45.86518859863281,99.68692779541016,2024-01-14T13:16:45.077654,-4.075,awe_l3a_tmp_2024014T1315_00830_v01.nc,49,218.5599975585937,17.0,352.17536870902734,218.43763958355328,1.6705045127809095,555,218.43763958355328,1.6705045127809095,555,84.82,19.49,224.03,11.01,84.83,5.592360416446724,2024
47.79362106323242,70.98037719726562,87.41384887695312,211.21121215820312,2024-01-14T14:44:29.306000,-4.527,SABER_L2A_2024014_119894_02.08.nc,34,192,45.9924430847168,76.34156036376953,2024-01-14T14:49:38.858445,-4.083,awe_l3a_tmp_2024014T1448_00831_v01.nc,47,221.259994506836,25.0,460.0076539405823,218.76465600865487,1.6806872848743846,262,218.76465600865487,1.6806872848743846,262,86.12,19.47,211.74,7.67,85.22,-7.024656008654858,2024
47.7962532043457,70.9925537109375,87.04548645019531,212.5829620361328,2024-01-14T14:44:29.261000,-4.526,SABER_L2A_2024014_119894_02.08.nc,34,193,45.9924430847168,76.34156036376953,2024-01-14T14:49:38.858445,-4.083,awe_l3a_tmp_2024014T1448_00831_v01.nc,47,221.259994506836,25.0,459.2888622182715,218.76583284320253,1.6754398539013833,264,218.76583284320253,1.6754398539013833,264,86.12,19.47,211.74,7.67,85.22,-7.025832843202522,2024
