roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,out_dir
ROI_22,45.46876525878906,-74.9615478515625,71.54124450683594,31.124149322509766,645,75.0134221995992,630,660,31,7,0.5520833333333333,30.328100862970587,5.889783023251198,72.961061364552,10.814247053317505,-1,40.285714285714285,-42.28191671236955,8.211240010319692,0.02866014629930921,AWE\01770\remap85_from_l7a\slice_004\cluster_005_global_00053\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_100x100\crest_relative_amplitude_evolution.csv,AWE\01770\remap85_from_l7a\slice_004\cluster_005_global_00053
