roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_52,1.1468749999999999,25.367873007405766,3.4882305649480303,51.65627647619931,15.17377573828061,-1,41.767857142857146,-73.46913978628406,10.10243542720902,0.7581972580453554
