Cluster power ranking (clustered only)

name = amp1p0
MIN_AMP = 1.0
THR = 0.25
WHITE_NOISE_THRESHOLD = 0.15
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   5.153708e+05    54.85%
   2    3   1.302403e+05    13.86%
   3    2   1.157567e+05    12.32%
   4    6   3.255185e+04     3.46%
   5    8   3.224386e+04     3.43%
   6    1   2.926273e+04     3.11%
   7   36   1.484325e+04     1.58%
   8   18   1.262618e+04     1.34%
   9    7   9.371361e+03     1.00%
  10   11   6.143400e+03     0.65%
  11    9   5.154201e+03     0.55%
  12   38   4.962849e+03     0.53%
  13    4   2.848692e+03     0.30%
  14   23   2.333301e+03     0.25%
  15   20   2.210173e+03     0.24%
  16    5   1.841970e+03     0.20%
  17   21   1.811116e+03     0.19%
  18   12   1.772589e+03     0.19%
  19   29   1.725787e+03     0.18%
  20   37   1.723510e+03     0.18%
  21   13   1.358193e+03     0.14%
  22   24   1.315729e+03     0.14%
  23   10   1.242389e+03     0.13%
  24   16   1.185210e+03     0.13%
  25   26   1.084837e+03     0.12%
  26   14   1.025706e+03     0.11%
  27   19   9.772796e+02     0.10%
  28   17   9.014482e+02     0.10%
  29   35   6.920899e+02     0.07%
  30   40   6.472455e+02     0.07%
  31   39   5.514115e+02     0.06%
  32   25   5.475568e+02     0.06%
  33   33   4.079185e+02     0.04%
  34   15   4.058653e+02     0.04%
  35   28   3.937379e+02     0.04%
  36   34   3.852776e+02     0.04%
  37   27   3.442803e+02     0.04%
  38   41   3.181424e+02     0.03%
  39   32   2.810643e+02     0.03%
  40   31   2.464393e+02     0.03%
  41   30   2.430093e+02     0.03%
  42   22   1.758420e+02     0.02%
