Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 6758876
n_zero_after_scaled  = 22322831
sMAD_WPS min         = 0.02514968640847911
sMAD_WPS median      = 0.029314836591113558
WPS_scaled min       = -0.8546534798570282
WPS_scaled median    = -6.474737881349225e-17
WPS_scaled max       = 66.74525704051129
