Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   4.565027e+05    70.19%
   2    2   1.094679e+05    16.83%
   3    9   2.338482e+04     3.60%
   4    1   2.190312e+04     3.37%
   5    3   1.042854e+04     1.60%
   6    6   7.620700e+03     1.17%
   7    5   7.454461e+03     1.15%
   8    4   6.361951e+03     0.98%
   9    7   4.150605e+03     0.64%
  10   10   1.544794e+03     0.24%
  11    8   8.362617e+02     0.13%
  12   11   7.433607e+02     0.11%
