roi,target_lat,target_lon,target_angle_deg,target_wavelength_km,closest_frame,closest_distance_km,t_start,t_end,n_frames_used,n_points,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,sse_min,csv_path,scout_roi_label,scout_roi_name,scout_frame,scout_peak_x,scout_peak_y,scout_roi_width,scout_roi_height,scout_peak_dx_from_center_px,scout_peak_dy_from_center_px,scout_wavelength_km,scout_angle_deg,smart_roi_label,smart_roi_threshold_px,out_dir
ROI_22,47.3765754699707,-102.5448226928711,84.36573028564453,28.540969848632812,589,20.13183135888229,577,601,25,7,1.3333333333333333,25.174632973053267,3.468039235922825,82.99757772553966,10.099992755838176,1,-24.071428571428562,84.76307398334431,11.676899784251933,14.268644954907778,AWE\01771\remap85_from_l7a\slice_004\cluster_011_global_00013\awe_radiance_pre_interpolation_frames\overlays_crests_phase\ROI_22_80x80\crest_relative_amplitude_evolution.csv,22,ROI_22_80x80,AWE\01771\remap85_from_l7a\slice_004\cluster_011_global_00013\awe_radiance_pre_interpolation_frames\awe_preinterp_0577.png,21,31,80,80,-19.0,-9.0,25.32687736807447,82.9874248771188,22,25.0,AWE\01771\remap85_from_l7a\slice_004\cluster_011_global_00013
