Cluster power ranking (clustered only)

name = amp0p25
MIN_AMP = 0.25
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   7.225558e+03    26.03%
   2    7   3.998436e+03    14.40%
   3    5   3.639658e+03    13.11%
   4    3   2.896162e+03    10.43%
   5    6   2.655669e+03     9.57%
   6    0   1.674866e+03     6.03%
   7    9   1.091701e+03     3.93%
   8   19   7.529345e+02     2.71%
   9   10   7.014521e+02     2.53%
  10    8   6.214058e+02     2.24%
  11   18   5.817298e+02     2.10%
  12   12   3.868290e+02     1.39%
  13   15   2.980508e+02     1.07%
  14   14   2.978019e+02     1.07%
  15    2   2.809754e+02     1.01%
  16   13   1.897017e+02     0.68%
  17   17   1.856430e+02     0.67%
  18   11   1.326249e+02     0.48%
  19    4   1.095614e+02     0.39%
  20   16   3.915725e+01     0.14%
