cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      386            1028       0   0.001  0.165   1984     3.084          68.6        91.4       160.0      20.7      64.0
      387            1028       0   0.001  0.190   2188     2.378          55.4       104.6       160.0      26.9      64.0
      388            1014       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      389            1014       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      390            1047       0   0.001  0.167    996     2.828          40.0       100.0        60.0      32.0      90.5
      391            1014       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      392            1044       0   0.000  0.008     68     4.362          72.9        82.9        10.0      16.0      69.8
      393            1030       0   0.002  0.220   1632     3.084          42.3       108.7        66.4      26.9      83.0
      394            1014       0   0.000  0.003     80     2.594          60.0        80.0       140.0      32.0      83.0
      395            1014       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      396            1034       0   0.000  0.160    296     7.336          81.6        48.4       130.0      16.0     117.4
      397            1035       0   0.001  0.182    436     4.362          70.0         0.0        70.0      24.7     107.6
      398            1030       0   0.003  0.293   1876     2.594          43.4       110.0        66.6      32.0      83.0
