cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      386       1028       0   0.001  0.165   1984     3.084          68.6        91.4       160.0      20.7      64.0
      386       1051       0   0.000  0.039    196     1.091          84.1        90.0         5.9      34.9      38.1
      386       1019       0   0.000  0.027    280     1.189          82.6        87.4       170.0      34.9      41.5
      386       1055       0   0.000  0.026    168     2.000          70.0        90.0       160.0      24.7      49.4
      386       1032       0   0.000  0.013    208     1.189          89.2        89.2         0.0      34.9      41.5
      386       1018       0   0.000  0.009     96     1.682          53.3        73.3        20.0      34.9      58.7
      386       1014       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1015       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1016       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1017       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1020       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1021       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1022       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1023       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1024       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1025       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1026       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1027       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1029       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1030       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1031       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1033       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1034       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1035       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1036       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1037       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1038       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1039       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1040       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1041       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1042       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1043       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1044       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1045       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1046       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1047       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1048       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1049       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1050       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1052       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1053       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1054       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1056       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1057       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1058       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1059       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1060       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1061       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1062       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1063       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1064       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1065       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      386       1066       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      387       1028       0   0.001  0.190   2188     2.378          55.4       104.6       160.0      26.9      64.0
      387       1055       0   0.001  0.052    316     1.682          60.0       100.0       160.0      29.3      49.4
      387       1051       0   0.000  0.031    148     1.189          76.0       109.7         5.7      32.0      38.1
