Cluster power ranking (clustered only)

name = wnoisep01
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.01
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.833067e+03    14.07%
   2    1   1.691285e+03    12.98%
   3    5   1.084727e+03     8.32%
   4    4   1.013152e+03     7.77%
   5    3   1.012411e+03     7.77%
   6    6   9.766513e+02     7.49%
   7    2   9.209811e+02     7.07%
   8   15   7.255594e+02     5.57%
   9    8   6.419052e+02     4.93%
  10   11   5.174463e+02     3.97%
  11    7   5.069326e+02     3.89%
  12    9   3.300751e+02     2.53%
  13   13   2.632480e+02     2.02%
  14   12   2.357820e+02     1.81%
  15   14   2.206728e+02     1.69%
  16   17   1.946978e+02     1.49%
  17   10   1.594442e+02     1.22%
  18   18   1.354131e+02     1.04%
  19   24   1.148776e+02     0.88%
  20   23   1.094966e+02     0.84%
  21   20   9.758152e+01     0.75%
  22   16   8.403420e+01     0.64%
  23   22   7.562971e+01     0.58%
  24   21   4.353997e+01     0.33%
  25   19   4.317780e+01     0.33%
