Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   1.372555e+05    30.47%
   2    4   7.035978e+04    15.62%
   3    1   6.815869e+04    15.13%
   4   14   2.343221e+04     5.20%
   5    7   2.031641e+04     4.51%
   6    2   1.665145e+04     3.70%
   7   11   1.378506e+04     3.06%
   8    6   1.277283e+04     2.84%
   9   10   1.170363e+04     2.60%
  10    5   9.825969e+03     2.18%
  11   18   9.724400e+03     2.16%
  12   25   8.245636e+03     1.83%
  13    3   8.094776e+03     1.80%
  14   12   4.888813e+03     1.09%
  15   22   4.870793e+03     1.08%
  16    8   4.709774e+03     1.05%
  17   24   3.112052e+03     0.69%
  18   19   3.002203e+03     0.67%
  19   28   2.909681e+03     0.65%
  20   20   2.895762e+03     0.64%
  21   17   2.845572e+03     0.63%
  22   16   2.796309e+03     0.62%
  23   13   2.024379e+03     0.45%
  24   15   1.773097e+03     0.39%
  25    9   1.300223e+03     0.29%
  26   23   1.027156e+03     0.23%
  27   21   5.947416e+02     0.13%
  28   29   5.296032e+02     0.12%
  29   26   5.073612e+02     0.11%
  30   27   3.796307e+02     0.08%
