roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_74,0.734375,24.216184810878104,3.911326787658722,18.07341857385296,11.764115768683322,-1,33.67857142857143,-44.908486667900526,7.253486388098167,0.6908228020854923
