distance_km,best_shift_minutes,maximum_correlation
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.999983403002935534e-01
2.000000000000000000e+00,0.000000000000000000e+00,9.999939116696140440e-01
3.000000000000000000e+00,0.000000000000000000e+00,9.999876862356096296e-01
4.000000000000000000e+00,0.000000000000000000e+00,9.999808028441112828e-01
5.000000000000000000e+00,0.000000000000000000e+00,9.999742632963736222e-01
6.000000000000000000e+00,0.000000000000000000e+00,9.999683665128813459e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.999624202181177646e-01
8.000000000000000000e+00,0.000000000000000000e+00,9.999552243461464762e-01
9.000000000000000000e+00,0.000000000000000000e+00,9.999460880672511598e-01
1.000000000000000000e+01,0.000000000000000000e+00,9.999354067247883115e-01
1.100000000000000000e+01,0.000000000000000000e+00,9.999244918751877265e-01
1.200000000000000000e+01,0.000000000000000000e+00,9.999150333091392229e-01
1.300000000000000000e+01,0.000000000000000000e+00,9.999080546454359730e-01
1.400000000000000000e+01,0.000000000000000000e+00,9.999029772925288606e-01
1.500000000000000000e+01,0.000000000000000000e+00,9.998981850783729142e-01
1.600000000000000000e+01,0.000000000000000000e+00,9.998925311667207216e-01
1.700000000000000000e+01,0.000000000000000000e+00,9.998860466679775350e-01
1.800000000000000000e+01,0.000000000000000000e+00,9.998796764179840313e-01
1.900000000000000000e+01,0.000000000000000000e+00,9.998748066041706073e-01
2.000000000000000000e+01,0.000000000000000000e+00,9.998726549953123044e-01
2.100000000000000000e+01,0.000000000000000000e+00,9.998734621753162521e-01
2.200000000000000000e+01,0.000000000000000000e+00,9.998760308727121515e-01
2.300000000000000000e+01,0.000000000000000000e+00,9.998779847787060415e-01
2.400000000000000000e+01,0.000000000000000000e+00,9.998764416749242878e-01
2.500000000000000000e+01,0.000000000000000000e+00,9.998686688228781705e-01
2.600000000000000000e+01,0.000000000000000000e+00,9.998527265342868064e-01
2.700000000000000000e+01,0.000000000000000000e+00,9.998280700592940828e-01
2.800000000000000000e+01,0.000000000000000000e+00,9.997955424957337689e-01
2.900000000000000000e+01,0.000000000000000000e+00,9.997567151027356713e-01
3.000000000000000000e+01,0.000000000000000000e+00,9.997132840701148382e-01
3.100000000000000000e+01,0.000000000000000000e+00,9.996667481534815547e-01
3.200000000000000000e+01,0.000000000000000000e+00,9.996183236673599204e-01
3.300000000000000000e+01,0.000000000000000000e+00,9.995693261627867088e-01
3.400000000000000000e+01,0.000000000000000000e+00,9.995218385568616082e-01
3.500000000000000000e+01,0.000000000000000000e+00,9.994790317823234460e-01
3.600000000000000000e+01,0.000000000000000000e+00,9.994444873412328123e-01
3.700000000000000000e+01,0.000000000000000000e+00,9.994203588735792732e-01
3.800000000000000000e+01,0.000000000000000000e+00,9.994058748710402673e-01
3.900000000000000000e+01,0.000000000000000000e+00,9.993983610593241140e-01
4.000000000000000000e+01,0.000000000000000000e+00,9.993961594300246887e-01
4.100000000000000000e+01,0.000000000000000000e+00,9.994000568611595137e-01
4.200000000000000000e+01,0.000000000000000000e+00,9.994115982925040331e-01
4.300000000000000000e+01,0.000000000000000000e+00,9.994302171025040149e-01
4.400000000000000000e+01,0.000000000000000000e+00,9.994518109936624262e-01
4.500000000000000000e+01,0.000000000000000000e+00,9.994696330638234150e-01
4.600000000000000000e+01,0.000000000000000000e+00,9.994766595394325437e-01
4.700000000000000000e+01,0.000000000000000000e+00,9.994682175090684462e-01
4.800000000000000000e+01,0.000000000000000000e+00,9.994439055064079369e-01
4.900000000000000000e+01,0.000000000000000000e+00,9.994077761091818557e-01
5.000000000000000000e+01,0.000000000000000000e+00,9.993668279582835767e-01
5.100000000000000000e+01,0.000000000000000000e+00,9.993290818779517748e-01
5.200000000000000000e+01,0.000000000000000000e+00,9.993014526245872498e-01
5.300000000000000000e+01,0.000000000000000000e+00,9.992872406772882465e-01
5.400000000000000000e+01,0.000000000000000000e+00,9.992849973542852204e-01
5.500000000000000000e+01,0.000000000000000000e+00,9.992903923929791210e-01
5.600000000000000000e+01,0.000000000000000000e+00,9.992996151692331575e-01
