Cluster power ranking (clustered only)

name = wnoisep01
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.01
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   4.268541e+02    15.44%
   2    7   3.774405e+02    13.65%
   3    5   3.284704e+02    11.88%
   4    3   3.094615e+02    11.19%
   5    2   2.865291e+02    10.37%
   6    0   2.701958e+02     9.77%
   7    4   1.938253e+02     7.01%
   8   13   1.281831e+02     4.64%
   9    9   1.165665e+02     4.22%
  10   10   8.643625e+01     3.13%
  11    6   7.303122e+01     2.64%
  12   12   6.613229e+01     2.39%
  13   11   5.172537e+01     1.87%
  14   14   4.867383e+01     1.76%
  15    8   7.808718e-01     0.03%
