Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    3   3.967726e+03    32.22%
   2    7   1.115145e+03     9.05%
   3    2   1.096402e+03     8.90%
   4    0   1.002589e+03     8.14%
   5    8   9.269630e+02     7.53%
   6    5   8.755145e+02     7.11%
   7   11   4.628853e+02     3.76%
   8    6   4.367994e+02     3.55%
   9    9   4.033564e+02     3.28%
  10    4   3.880383e+02     3.15%
  11   10   3.877600e+02     3.15%
  12   12   3.529965e+02     2.87%
  13   15   2.332860e+02     1.89%
  14    1   2.089096e+02     1.70%
  15   17   1.835710e+02     1.49%
  16   14   1.559041e+02     1.27%
  17   13   7.588181e+01     0.62%
  18   16   4.172048e+01     0.34%
