cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      788            1276       0   0.005  0.213   2196     1.189          33.6        86.5       120.1      45.3      38.1
      789            1329       0   0.001  0.239    380     3.668          44.9        35.1        80.0      16.0      58.7
      790            1235       1   0.048  0.233   2844     1.091           3.5       106.5       110.0      34.9      38.1
      791            1351       0   0.034  0.111    552     2.000           0.6        80.6        80.0      17.4      34.9
      792            1226       0   0.005  0.236    480     1.189          38.6        60.0        98.6      17.4      20.7
      793            1276       0   0.002  0.123   1544     1.297          40.3        80.0       120.3      49.4      38.1
      794            1256       0   0.006  0.047    296     2.275           2.6       117.4       120.0      30.7      69.8
      795            1203       0   0.002  0.241   1760     2.378          50.9       142.3        91.3      20.7      49.4
      796            1203       0   0.003  0.291   2108     1.834          50.1       141.9        91.8      26.9      49.4
      797            1258       0   0.001  0.121    924     1.297          79.7        30.0       130.3      32.0      24.7
      798            1195       0   0.000  0.007    212     6.727          40.0        60.0       100.0      16.0     107.6
      799            1206       1   0.059  0.188   3100     1.189           1.7       111.7       110.0      53.8      45.3
      800            1234       0   0.001  0.178    672     2.000          76.4        12.8        89.2      17.4      34.9
      801            1211       1   0.011  0.139    824     1.000          11.8       101.3        89.5      20.7      20.7
      802            1351       0   0.006  0.103    732     1.000          17.3        62.7        80.0      34.9      34.9
      803            1235       1   0.006  0.079    640     1.189          10.0       100.0       110.0      32.0      38.1
      804            1200       1   0.062  0.145    684     1.091           1.2       108.0       109.1      17.4      19.0
      805            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      806            1204       0   0.062  0.200   2260     2.000           0.6        60.2        60.8      32.0      64.0
      807            1352       0   0.015  0.412    680     2.181          11.9       110.0       121.9      19.0      41.5
      808            1253       0   0.070  0.238   1300     2.000           0.7        89.0        89.8      20.7      41.5
      809            1276       0   0.001  0.083    636     2.000          65.9        54.1       120.0      19.0      38.1
      810            1234       0   0.001  0.066    200     1.409          66.0        17.6        83.7      24.8      34.9
      811            1258       0   0.002  0.241    816     1.297          76.9        27.7       130.8      17.4      22.6
      812            1211       1   0.100  0.339   1416     1.000           2.4        88.4        90.8      20.7      20.7
      813            1323       0   0.002  0.076    208     2.181          13.3       116.7       130.0      19.0      41.5
