cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
      814            1342       0   0.001  0.160    236     2.594          50.0       170.0       120.0      20.7      53.8
      815            1329       0   0.001  0.258    128     3.668          90.0       170.0        80.0      16.0      58.7
      816            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      817            1265       0   0.009  0.467   1276     1.189          41.5        70.7       112.3      24.7      29.3
      818            1239       0   0.002  0.121    512     4.757          10.6        69.4        80.0      20.7      98.7
      819            1243       1   0.049  0.210   3164     1.189           2.6        97.4       100.0      58.7      69.8
      820            1278       0   0.002  0.192    428     1.297          59.1        10.0       130.9      19.0      24.7
      821            1342       0   0.001  0.124    224     2.594          60.4         0.4       120.0      20.7      53.8
      822            1201       1   0.012  0.178   2384     1.091          12.5        90.0       102.5      38.1      41.5
      823            1271       0   0.003  0.143    240     1.297          42.5        10.0       147.5      16.0      20.7
      824            1256       0   0.004  0.140    476     4.362           6.4       123.6       130.0      16.0      69.8
      825            1200       0   0.000  0.002     16     1.091          20.0       130.0       110.0      26.9      24.7
      826            1253       0   0.030  0.098    424     2.594           0.3        90.0        89.7      16.0      41.5
      827            1278       0   0.005  0.341    564     1.297          51.8         2.7       130.8      19.0      24.7
      828            1234       1   0.154  0.258   1080     1.091           0.5        79.1        79.6      29.3      26.9
      829            1336       0   0.011  0.119    232     2.378           3.4         0.0         3.4      16.0      38.1
      830            1276       0   0.000  0.059    452     2.181          66.7         6.7       120.0      17.4      38.1
      831            1193       0   0.000  0.013    660     7.336          83.4        16.6       100.0      16.0     117.4
      832            1311       0   0.009  0.187    572     1.834          10.8       140.8       130.0      19.0      34.9
      833            1239       0   0.001  0.160    584     6.169          44.8       124.8        80.0      16.0      98.7
      834            1313       0   0.027  0.302    588     2.378           3.6       122.2       118.5      16.0      38.1
      835            1201       0   0.002  0.003     44     2.000           0.0       100.0       100.0      20.7      41.5
      836            1349       0   0.003  0.176    384     2.000          29.4       109.4        80.0      22.6      45.3
      837            1239       0   0.000  0.005     20     6.169          80.0       160.0        80.0      16.0      98.7
      838            1239       0   0.005  0.173    632     6.169           4.8        75.2        80.0      16.0      98.7
      839            1242       0   0.003  0.035    108     1.189          10.0        90.0       100.0      29.3      34.9
      840            1248       0   0.010  0.249    724     1.297          18.4       125.8       144.2      20.7      26.9
      841            1214       0   0.000  0.016    224     6.169          60.0       130.0        70.0      17.4     107.6
      842            1316       0   0.014  0.331    368     1.414          15.4        66.3        81.7      16.0      22.6
      843            1226       0   0.001  0.017     40     1.297          12.0       122.0       110.0      16.0      20.7
      844            1193       0   0.010  0.159   8336     2.000           6.9        89.1        96.1      58.7     117.4
      845            1336       0   0.003  0.080    160     2.378          11.0       169.0         0.0      16.0      38.1
      846            1316       0   0.006  0.180    268     1.189          22.3        60.0        82.3      19.0      22.6
      847            1274       0   0.022  0.456    712     4.362           3.7        96.3       100.0      19.0      83.0
      848            1206       0   0.002  0.224   1080     2.181          53.6        56.4       110.0      20.7      45.3
      849            1341       0   0.001  0.118    208     2.000          40.9       140.9       100.0      16.0      32.0
      850            1351       0   0.016  0.396    660     2.181          10.0        90.0        80.0      16.0      34.9
      851            1307       1   0.008  0.128    456     1.091          12.9        87.1       100.0      22.6      20.7
      852            1203       0   0.003  0.288   2084     1.189          87.4         0.0        92.7      41.5      49.4
      853            1214       0   0.002  0.068    940     4.362           6.3        76.3        70.0      24.7     107.6
      854            1258       0   0.002  0.222    836     1.414          70.5        20.0       129.5      32.0      22.6
      855            1247       0   0.028  0.044    112     1.542           0.0       110.0       110.0      20.7      32.0
      856            1204       0   0.011  0.056    612     4.362           0.2        70.2        70.0      17.4      76.1
      857            1204       0   0.002  0.032    352     3.084           3.4        59.9        63.3      17.4      53.8
      858            1226       1   0.010  0.176    448     1.189          14.5       120.0       105.5      22.6      19.0
      859            1221       0   0.012  0.080    428     6.727           0.0        70.0        70.0      17.4     117.4
      860            1214       1   0.163  0.321   6216     1.091           0.8        70.0        69.2     117.4     107.6
      861            1234       0   0.001  0.134    404     2.000          70.0        20.0        90.0      17.4      34.9
      862            1262       0   0.016  0.280    844     1.091          15.2       125.2       110.0      29.3      26.9
      863            1278       0   0.004  0.252    392     1.414          39.9       170.0       130.1      17.4      24.7
      864            1194       0   0.006  0.021    240     3.364           0.0        70.0        70.0      16.0      53.8
      865            1276       0   0.002  0.201   1580     1.189          81.2        39.3       120.5      34.9      41.5
      866            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      867            1203       1   0.059  0.330   2596     1.189           3.7       100.0        96.3      58.7      49.4
      868            1349       0   0.000  0.026     28     2.828          70.0        10.0        80.0      16.0      45.3
      869            1276       0   0.003  0.252   4740     2.378          29.4       152.7       123.4      90.5      38.1
      870            1340       0   0.011  0.452    412     1.297          30.0        60.0        90.0      20.7      16.0
      871            1263       1   0.011  0.116   1268     1.000          10.0       100.0       110.0      98.7      98.7
      872            1311       0   0.003  0.184    496     1.834          35.4       165.4       130.0      19.0      34.9
      873            1258       0   0.004  0.146    440     1.414          22.3       151.9       129.6      16.0      22.6
      874            1304       0   0.001  0.111    160     2.000          41.8        53.0        94.7      19.0      38.1
      875            1254       0   0.003  0.151    592     2.706          20.7       120.7       100.0      19.9      53.8
      876            1262       0   0.000  0.062    140     1.682          80.0        30.0       110.0      16.0      26.9
      877            1262       0   0.002  0.145    292     1.414          49.2       159.2       110.0      19.0      26.9
      878            1234       0   0.000  0.065    188     2.181          73.8       163.8        90.0      16.0      34.9
      879            1218       1   0.042  0.379   2712     1.091           7.3        56.4        63.6      49.4      45.3
      880            1286       0   0.001  0.165     52     4.000          60.0       130.0        70.0      16.0      64.0
      881            1262       0   0.001  0.021     44     1.834          10.0       120.0       110.0      16.0      29.3
      882            1342       0   0.002  0.379    176     3.364          60.0         0.0       120.0      16.0      53.8
      883            1235       0   0.001  0.147    560     2.378          84.4        25.6       110.0      16.0      38.1
      884            1344       0   0.017  0.058     32     3.364           0.0       150.0       150.0      16.0      53.8
      885            1201       1   0.025  0.104   1400     1.189           2.5       101.1        98.6      45.3      38.1
      886            1276       0   0.000  0.050    364     2.378          80.0        40.0       120.0      17.4      41.5
      887            1226       0   0.001  0.044    144     1.241          57.5       160.0       102.5      24.7      19.9
      888            1344       0   0.001  0.031     20     3.364          10.0       140.0       150.0      16.0      53.8
      889            1239       0   0.000  0.008     48     2.000          10.0        90.0        80.0      49.4      98.7
      890            1198       1   0.008  0.101    528     1.091          10.0       120.0       110.0      22.6      20.7
      891            1239       0   0.001  0.024     96     5.902           5.0        85.0        80.0      16.7      98.7
      892            1235       0   0.001  0.109    440     1.682          70.0         0.0       110.0      22.6      38.1
      893            1236       1   0.017  0.246   1524     1.189          10.9        86.6        97.5      41.5      49.4
      894            1235       0   0.000  0.057    216     2.181          68.5        41.5       110.0      17.4      38.1
      895            1235       0   0.031  0.043    296     1.414           0.0       110.0       110.0      53.8      38.1
      896            1235       0   0.000  0.080    304     2.378          77.1         7.1       110.0      16.0      38.1
      897            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      898            1286       0   0.001  0.122     72     2.000          50.0        20.0        70.0      32.0      64.0
      899            1258       0   0.001  0.178    584     1.414          89.8        40.0       129.8      32.0      22.6
      900            1207       0   0.003  0.099    780     1.189          30.0       150.0       120.0      45.3      38.1
      901            1200       0   0.001  0.023     96     1.091          19.2       120.0       100.8      17.4      19.0
      902            1277       0   0.002  0.047     40     2.378          10.0        60.0        50.0      16.0      38.1
      903            1341       1   0.015  0.087    176     1.000           4.8        90.0        94.8      32.0      32.0
      904            1342       0   0.001  0.103     52     3.084          50.0       170.0       120.0      17.4      53.8
      905            1262       0   0.001  0.099    264     1.091          75.1         5.1       110.0      29.3      26.9
      906            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      907            1255       0   0.000  0.014     64     3.364          11.9       108.1       120.0      16.0      53.8
      908            1253       0   0.001  0.039    156     2.378          20.0        70.0        90.0      16.0      38.1
      909            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      910            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      911            1210       0   0.058  0.083    316     1.414           0.0        90.0        90.0      22.6      16.0
      912            1298       1   0.005  0.056    104     1.091          10.0        70.0        80.0      24.7      26.9
      913            1329       0   0.007  0.196    296     1.834          14.9        65.1        80.0      32.0      58.7
      914            1196       1   0.015  0.076   1760     1.000           4.2       129.2       125.0      41.5      41.5
      915            1285       0   0.002  0.273    292     2.828          48.1        81.9       130.0      17.4      49.4
      916            1276       0   0.000  0.042    320     1.189          73.1        46.9       120.0      32.0      38.1
      917            1235       0   0.001  0.074    284     1.834          70.0        40.0       110.0      20.7      38.1
      918            1226       0   0.015  0.044    104     1.189           1.5       108.5       110.0      17.4      20.7
      919            1276       0   0.000  0.023    176     1.091          60.0        60.0       120.0      34.9      38.1
      920            1276       0   0.000  0.032    232     2.000          40.0       160.0       120.0      19.0      38.1
      921            1239       0   0.000  0.094    344     5.187          80.0         0.0        80.0      19.0      98.7
      922            1278       1   0.058  0.227    392     1.091           2.6       136.3       133.8      19.0      20.7
      923            1347       1   0.108  0.299    388     1.000           1.8        82.5        84.2      32.0      32.0
      924            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      925            1313       0   0.003  0.207    368     2.000          29.1        90.8       119.9      19.0      38.1
      926            1274       0   0.001  0.245    320     4.362          49.3        50.7       100.0      19.0      83.0
      927            1258       0   0.004  0.082    244     1.297          14.2       110.0       124.2      16.0      20.7
      928            1239       0   0.000  0.078    284     5.657          30.8        49.2        80.0      17.4      98.7
      929            1270       0   0.005  0.127    384     1.297          20.0       110.0        90.0      20.7      26.9
      930            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      931            1254       0   0.002  0.170    696     2.181          36.7       136.7       100.0      24.7      53.8
      932            1236       0   0.001  0.061    296     3.084          17.9        72.1        90.0      16.0      49.4
      933            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      934            1227       0   0.018  0.039    156     2.181           0.0        90.0        90.0      16.0      34.9
      935            1248       0   0.004  0.140    400     1.189          25.9       120.0       145.9      22.6      26.9
      936            1278       1   0.022  0.192    340     1.189           6.3       127.4       133.8      17.4      20.7
      937            1311       0   0.001  0.101    268     1.834          55.5        74.5       130.0      19.0      34.9
      938            1342       0   0.002  0.258    184     3.364          40.0        80.0       120.0      16.0      53.8
      939            1265       0   0.001  0.046    116     1.834          30.0        80.0       110.0      16.0      29.3
      940            1193       0   0.000  0.004    192     5.657          10.0       100.0        90.0      16.0      90.5
      941            1319       1   0.005  0.071    132     1.189          10.0       120.0       130.0      45.3      53.8
      942            1277       0   0.009  0.019     16     2.181           0.0        50.0        50.0      17.4      38.1
      943            1321       1   0.011  0.130    420     1.091          10.0       110.0       120.0      49.4      53.8
      944            1256       0   0.002  0.037    128     2.181          10.0       130.0       120.0      32.0      69.8
      945            1351       0   0.008  0.189    168     1.834          12.1        92.1        80.0      19.0      34.9
      946            1258       0   0.002  0.096    284     1.414          27.6       100.0       127.6      16.0      22.6
      947            1239       0   0.003  0.007     32     2.181           0.0        80.0        80.0      45.3      98.7
      948            1193       0   0.000  0.004    196     4.362          80.0         0.0       100.0      26.9     117.4
      949            1193       0   0.000  0.007    344     4.362          70.0       170.0       100.0      26.9     117.4
      950            1306       0   0.019  0.109    204     2.378           1.4        91.4        90.0      16.0      38.1
      951            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      952            1239       0   0.000  0.019     72     6.169          90.0       170.0        80.0      16.0      98.7
      953            1258       1   0.010  0.055    164     1.091           4.3       120.0       124.3      19.0      20.7
      954            1278       0   0.001  0.127    200     1.297          81.6        50.0       131.6      16.0      20.7
      955            1246       0   0.008  0.224    188     1.542          16.6       136.6       120.0      16.0      24.7
      956            1310       1   0.049  0.188    736     1.000           2.8       112.8       110.0      41.5      41.5
      957            1203       0   0.058  0.116    872     2.000           0.0       100.0       100.0      24.7      49.4
      958            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      959            1193       0   0.000  0.001     72     7.336          69.5       169.5       100.0      16.0     117.4
      960            1276       0   0.001  0.055    408     1.091          80.0        40.0       120.0      34.9      38.1
      961            1234       0   0.000  0.041    112     2.181          50.0        40.0        90.0      16.0      34.9
      962            1247       0   0.027  0.035     68     1.297           0.0       110.0       110.0      24.7      32.0
      963            1274       0   0.003  0.122    168     4.000          10.0        90.0       100.0      20.7      83.0
      964            1193       0   0.000  0.000      8     7.336          20.0        80.0       100.0      16.0     117.4
      965            1353       1   0.443  0.483    284     1.091           0.0        80.0        80.0      24.7      22.6
      966            1239       0   0.000  0.036    132     6.169          60.0       140.0        80.0      16.0      98.7
      967            1239       0   0.001  0.118    428     4.757          17.7        97.7        80.0      20.7      98.7
      968            1331       0   0.008  0.181    140     2.181          10.0        10.0         0.0      26.9      58.7
      969            1243       1   0.005  0.056    564     1.091          10.0       110.0       100.0      76.1      69.8
      970            1288       0   0.011  0.031     32     2.828           0.0       110.0       110.0      22.6      64.0
      971            1313       0   0.001  0.153    272     2.378          54.9        64.9       119.7      16.0      38.1
      972            1249       0   0.005  0.155    272     2.181          13.0        74.4        61.5      17.4      38.1
      973            1288       0   0.001  0.182    148     4.000          60.0        50.0       110.0      16.0      64.0
      974            1311       0   0.006  0.103    268     1.542          10.0       140.0       130.0      22.6      34.9
      975            1241       0   0.012  0.063    284     5.187           0.0        80.0        80.0      17.4      90.5
      976            1311       0   0.001  0.089    236     2.181          40.0       170.0       130.0      16.0      34.9
      977            1259       0   0.014  0.506    980     1.542          21.9       130.0       108.1      38.1      24.7
      978            1236       1   0.004  0.074    440     1.189          14.4       104.4        90.0      41.5      49.4
      979            1313       0   0.001  0.117    208     2.181          59.8        60.0       119.8      17.4      38.1
      980            1239       0   0.001  0.036    204     1.682          40.0        40.0        80.0      58.7      98.7
      981            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      982            1246       0   0.009  0.362    304     1.542          23.9       100.0       123.9      16.0      24.7
      983            1334       0   0.028  0.178    116     1.682           2.7        80.3        83.1      16.0      26.9
      984            1236       0   0.142  0.285   1396     2.000           0.0        90.0        90.0      24.7      49.4
      985            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      986            1207       0   0.000  0.013     72     2.378          50.0        70.0       120.0      16.0      38.1
      987            1218       1   0.023  0.400   2436     1.189          13.7        50.0        63.7      53.8      45.3
      988            1278       0   0.003  0.233    376     1.189          66.7        20.0       133.3      20.7      24.7
      989            1204       1   0.227  0.405   4452     1.189           0.5        68.2        67.7      83.0      69.8
      990            1311       0   0.002  0.056    152     1.682          20.0       150.0       130.0      20.7      34.9
      991            1256       0   0.007  0.313   1692     1.091          42.2       170.0       127.8      64.0      69.8
      992            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
      993            1193       0   0.000  0.006    284     7.336          41.3        58.7       100.0      16.0     117.4
      994            1203       0   0.000  0.020    148     2.000          70.0        20.0        90.0      19.0      38.1
      995            1230       0   0.000  0.031     80     7.336          80.0        20.0       120.0      16.0     117.4
      996            1207       0   0.002  0.146   2156     3.084          20.3       140.3       120.0     117.4      38.1
      997            1214       0   0.001  0.050    696     2.828          30.0       100.0        70.0      38.1     107.6
      998            1253       0   0.009  0.096    392     1.542           6.0        96.2        90.2      26.9      41.5
      999            1193       0   0.000  0.004    200     3.668          80.0        20.0       100.0      32.0     117.4
     1000            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1001            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1002            1251       0   0.004  0.133    220     1.414          24.0        94.0        70.0      20.7      29.3
     1003            1234       0   0.001  0.080    236     1.682          60.0        30.0        90.0      20.7      34.9
     1004            1235       0   0.001  0.087    360     1.542          75.8         5.8       110.0      24.7      38.1
     1005            1207       0   0.001  0.022    124     2.378          17.1       137.1       120.0      16.0      38.1
     1006            1276       0   0.000  0.013     92     2.378          80.0        40.0       120.0      16.0      38.1
     1007            1314       0   0.013  0.393    652     1.000          30.0       130.0       100.0      32.0      32.0
     1008            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1009            1236       0   0.002  0.098    472     2.181          20.0        70.0        90.0      22.6      49.4
     1010            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1011            1214       0   0.000  0.022    308     4.757          30.0       100.0        70.0      22.6     107.6
     1012            1274       0   0.001  0.197    280     3.668          70.0       170.0       100.0      22.6      83.0
     1013            1247       0   0.001  0.115    176     2.181          70.0         0.0       110.0      16.0      34.9
     1014            1206       0   0.000  0.038    184     2.828          80.0        10.0       110.0      16.0      45.3
     1015            1234       0   0.000  0.041    112     2.181          49.6       139.6        90.0      16.0      34.9
     1016            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1017            1223       0   0.001  0.022    112     4.000           5.0        80.0        85.0      16.0      64.0
     1018            1343       0   0.005  0.449    284     1.189          80.0        50.0       130.0      22.6      26.9
     1019            1193       0   0.000  0.003    152     6.169          30.5       130.5       100.0      19.0     117.4
     1020            1200       0   0.000  0.001      4     1.297          20.0        90.0       110.0      19.0      24.7
     1021            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1022            1200       0   0.000  0.020    148     4.362          50.0        60.0       110.0      90.5      20.7
     1023            1242       0   0.005  0.078    148     1.297          10.0        90.0       100.0      26.9      34.9
     1024            1315       0   0.004  0.129    200     1.414          20.6        59.4        80.0      38.1      53.8
     1025            1200       0   0.001  0.019     76     1.542          10.0       120.0       110.0      16.0      24.7
     1026            1265       0   0.006  0.101    256     1.542          10.0       120.0       110.0      19.0      29.3
     1027            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1028            1250       0   0.000  0.023     12     6.727          23.3        23.3         0.0      16.0     107.6
     1029            1329       0   0.119  0.218    180     1.834           0.0        80.0        80.0      32.0      58.7
     1030            1206       0   0.000  0.079    380     2.181          74.4        35.6       110.0      20.7      45.3
     1031            1342       0   0.007  0.322    192     3.084          13.7       133.7       120.0      17.4      53.8
     1032            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1033            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1034            1318       1   0.046  0.212    488     1.091           3.2       103.2       100.0      49.4      45.3
     1035            1354       0   0.004  0.133     40     2.828          10.0        80.0        70.0      19.0      53.8
     1036            1239       0   0.000  0.001      4     6.169          70.0       150.0        80.0      16.0      98.7
     1037            1274       0   0.001  0.215    348     3.668          80.0         0.0       100.0      22.6      83.0
     1038            1262       0   0.000  0.006     12     1.682          70.0        40.0       110.0      16.0      26.9
     1039            1300       0   0.007  0.248    648     1.682          20.0       150.0       130.0      24.7      41.5
     1040            1235       0   0.001  0.043    176     1.682          40.0       150.0       110.0      22.6      38.1
     1041            1262       0   0.000  0.006     12     1.682          70.0        40.0       110.0      16.0      26.9
     1042            1206       0   0.000  0.025    124     2.000          65.8        44.5       110.3      22.6      45.3
     1043            1193       0   0.000  0.003    124     6.727          40.0       140.0       100.0      17.4     117.4
     1044            1331       0   0.000  0.022      8     3.668          40.0        40.0         0.0      16.0      58.7
     1045            1329       0   0.000  0.025     12     3.668          20.0        60.0        80.0      16.0      58.7
     1046            1241       0   0.032  0.082    356     2.594           0.0        80.0        80.0      34.9      90.5
     1047            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1048            1246       0   0.062  0.095     80     1.542           0.0       120.0       120.0      16.0      24.7
     1049            1231       1   0.007  0.086    372     1.189          10.0        80.0        70.0      34.9      41.5
     1050            1241       0   0.000  0.018     80     5.657          40.0        40.0        80.0      16.0      90.5
     1051            1341       0   0.001  0.054     76     1.834          20.0       120.0       100.0      17.4      32.0
     1052            1311       0   0.049  0.090    232     1.834           0.0       130.0       130.0      19.0      34.9
     1053            1211       1   0.045  0.088    348     1.091           0.8        93.3        92.5      17.4      19.0
     1054            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1055            1302       0   0.004  0.009     16     2.275           0.0       130.0       130.0      16.7      38.1
     1056            1352       0   0.002  0.134    108     2.378          24.4       100.0       124.4      17.4      41.5
     1057            1235       1   0.017  0.198    756     1.091          10.0       120.0       110.0      34.9      38.1
     1058            1341       0   0.001  0.024     36     2.000          20.0       110.0        90.0      16.0      32.0
     1059            1193       0   0.000  0.001     60     7.336          20.0       120.0       100.0      16.0     117.4
     1060            1256       0   0.000  0.020     60     4.362          10.0       140.0       130.0      16.0      69.8
     1061            1239       0   0.003  0.128    488     2.181          20.0        60.0        80.0      45.3      98.7
     1062            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1063            1317       0   0.000  0.007      8     2.181          40.0        20.0       160.0      21.7      47.3
     1064            1293       0   0.001  0.147     56     4.757          60.0       100.0       160.0      16.0      76.1
     1065            1226       0   0.002  0.159    364     2.378          30.0       140.0       110.0      45.3      19.0
     1066            1346       0   0.008  0.286    152     1.091          30.0        70.0       100.0      24.7      22.6
     1067            1342       0   0.008  0.011      8     1.414           0.0       120.0       120.0      38.1      53.8
     1068            1303       0   0.003  0.056     72     2.000          10.0       120.0       110.0      16.0      32.0
     1069            1254       0   0.002  0.159    596     1.834          47.8       147.8       100.0      29.3      53.8
     1070            1281       1   0.014  0.159    184     1.091           9.4       129.4       138.7      19.0      20.7
     1071            1277       0   0.001  0.037     32     2.000          20.0        70.0        50.0      19.0      38.1
     1072            1347       1   0.117  0.179    140     1.189           0.3        90.0        89.7      29.3      34.9
     1073            1241       0   0.001  0.036    156     5.657          10.0        70.0        80.0      16.0      90.5
     1074            1203       0   0.000  0.013     92     3.364          70.0       160.0        90.0      16.0      53.8
     1075            1221       0   0.000  0.020    104     7.336          20.0        50.0        70.0      16.0     117.4
     1076            1315       0   0.004  0.315    212     1.682          50.0       130.0        80.0      32.0      53.8
     1077            1278       0   0.004  0.257    636     1.297          49.9         0.0       130.1      32.0      24.7
     1078            1206       0   0.001  0.103    496     1.834          50.0        60.0       110.0      24.7      45.3
     1079            1239       0   0.000  0.039    140     6.169          90.0       170.0        80.0      16.0      98.7
     1080            1221       0   0.000  0.029    152     5.657          50.0        20.0        70.0      19.0     107.6
     1081            1193       0   0.000  0.002    100     4.000          50.0       150.0       100.0      29.3     117.4
     1082            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1083            1206       0   0.015  0.269   1788     1.682          10.0       120.0       110.0      76.1      45.3
     1084            1271       0   0.002  0.081    124     1.091          41.3        10.0       148.7      20.7      19.0
     1085            1242       0   0.024  0.052     72     2.181           0.0       100.0       100.0      16.0      34.9
     1086            1349       0   0.002  0.263    252     2.181          48.6       128.6        80.0      20.7      45.3
     1087            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1088            1239       0   0.036  0.554   2504     1.414          10.0        70.0        80.0      69.8      98.7
     1089            1323       1   0.148  0.148    316     1.000           0.0       130.0       130.0      41.5      41.5
     1090            1239       0   0.001  0.111    548     1.091          70.0       150.0        80.0      90.5      98.7
     1091            1195       1   0.097  0.108   3464     1.000           0.1       100.0        99.9     107.6     107.6
     1092            1349       0   0.002  0.178    172     2.000          40.0       120.0        80.0      22.6      45.3
     1093            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1094            1306       0   0.002  0.056     84     2.378          10.0       100.0        90.0      16.0      38.1
     1095            1223       0   0.003  0.013     64     4.000           0.0        80.0        80.0      16.0      64.0
     1096            1234       0   0.000  0.060    164     1.682          70.0        20.0        90.0      20.7      34.9
     1097            1239       0   0.000  0.009     32     6.169          80.0         0.0        80.0      16.0      98.7
     1098            1276       0   0.000  0.003     24     1.542          10.0       110.0       120.0      24.7      38.1
     1099            1259       1   0.041  0.092    176     1.189           0.9       100.0       100.9      26.9      22.6
     1100            1247       0   0.000  0.068    104     2.181          80.0        10.0       110.0      16.0      34.9
     1101            1206       0   0.000  0.022    108     2.594          90.0        20.0       110.0      17.4      45.3
     1102            1217       0   0.000  0.002      4     1.542          10.0        40.0        50.0      26.9      41.5
     1103            1323       0   0.004  0.263    500     1.414          52.1        80.0       132.1      32.0      45.3
     1104            1239       0   0.000  0.035    128     5.657          70.0        10.0        80.0      17.4      98.7
     1105            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1106            1206       0   0.000  0.014     68     2.828          50.0        60.0       110.0      16.0      45.3
     1107            1202       1   0.049  0.058    400     1.189           0.0        90.0        90.0      26.9      32.0
     1108            1236       0   0.000  0.025    120     2.594          20.0        70.0        90.0      19.0      49.4
     1109            1239       0   0.000  0.017     60     6.169          30.0       110.0        80.0      16.0      98.7
     1110            1233       0   0.011  0.022    144     2.000           0.0         0.0         0.0      58.7     117.4
     1111            1318       0   0.001  0.200    196     2.000          80.0        20.0       100.0      22.6      45.3
     1112            1226       0   0.003  0.215    404     2.000          40.0       150.0       110.0      38.1      19.0
     1113            1193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
     1114            1314       0   0.002  0.067     96     2.000          20.0       120.0       100.0      16.0      32.0
     1115            1276       0   0.000  0.004     28     2.000          50.0       170.0       120.0      20.7      41.5
     1116            1277       1   0.010  0.125    292     1.091          10.0        60.0        50.0      34.9      38.1
     1117            1193       0   0.001  0.004    180     4.757           0.0        90.0        90.0      19.0      90.5
     1118            1276       0   0.004  0.010     72     2.378           0.0       120.0       120.0      16.0      38.1
