Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    2   1.468987e+03    15.36%
   2    4   1.064921e+03    11.13%
   3    0   9.629975e+02    10.07%
   4    5   8.470727e+02     8.86%
   5    7   7.974181e+02     8.34%
   6   10   6.310414e+02     6.60%
   7    1   5.791133e+02     6.05%
   8    9   5.742624e+02     6.00%
   9   21   2.982199e+02     3.12%
  10    8   2.890152e+02     3.02%
  11   23   2.769178e+02     2.90%
  12   16   1.992850e+02     2.08%
  13   13   1.779442e+02     1.86%
  14    3   1.728399e+02     1.81%
  15   15   1.619927e+02     1.69%
  16   12   1.565918e+02     1.64%
  17    6   1.338103e+02     1.40%
  18   18   1.301937e+02     1.36%
  19   19   1.295801e+02     1.35%
  20   17   1.053100e+02     1.10%
  21   20   9.757574e+01     1.02%
  22   25   7.849457e+01     0.82%
  23   11   6.500494e+01     0.68%
  24   14   6.374251e+01     0.67%
  25   24   5.186643e+01     0.54%
  26   22   5.029589e+01     0.53%
