Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1   39   3.258604e+04    13.00%
   2   22   2.356897e+04     9.40%
   3   14   2.217879e+04     8.85%
   4   38   1.782974e+04     7.11%
   5    0   1.632684e+04     6.51%
   6    4   1.272332e+04     5.08%
   7    5   1.062972e+04     4.24%
   8    3   9.950119e+03     3.97%
   9   16   9.609106e+03     3.83%
  10   15   9.330261e+03     3.72%
  11   20   9.102727e+03     3.63%
  12   45   7.521561e+03     3.00%
  13   37   6.956506e+03     2.78%
  14   23   6.285212e+03     2.51%
  15    7   4.956821e+03     1.98%
  16    1   4.816840e+03     1.92%
  17   48   4.326370e+03     1.73%
  18    2   3.999661e+03     1.60%
  19   24   3.927412e+03     1.57%
  20   42   3.055995e+03     1.22%
  21   40   2.670204e+03     1.07%
  22   12   2.485456e+03     0.99%
  23    8   2.190677e+03     0.87%
  24    9   2.050084e+03     0.82%
  25   10   1.864495e+03     0.74%
  26    6   1.622433e+03     0.65%
  27   46   1.579650e+03     0.63%
  28   30   1.454095e+03     0.58%
  29   18   1.327520e+03     0.53%
  30   25   1.237369e+03     0.49%
  31   32   1.180578e+03     0.47%
  32   17   1.024094e+03     0.41%
  33   21   9.833037e+02     0.39%
  34   19   9.741896e+02     0.39%
  35   26   8.640609e+02     0.34%
  36   35   8.298895e+02     0.33%
  37   11   8.066747e+02     0.32%
  38   31   7.690667e+02     0.31%
  39   41   7.682074e+02     0.31%
  40   13   6.413579e+02     0.26%
  41   33   6.343667e+02     0.25%
  42   43   6.119313e+02     0.24%
  43   28   5.977507e+02     0.24%
  44   36   5.103939e+02     0.20%
  45   34   3.424885e+02     0.14%
  46   29   2.748581e+02     0.11%
  47   44   2.700623e+02     0.11%
  48   47   2.236561e+02     0.09%
  49   27   1.425482e+02     0.06%
