Cluster power ranking (clustered only)
rank  kcl      P_abs           P_pct
   1    0   2.117193e+05    62.20%
   2    2   3.347388e+04     9.83%
   3    3   2.508920e+04     7.37%
   4    1   2.413484e+04     7.09%
   5    8   9.855353e+03     2.90%
   6    5   9.661451e+03     2.84%
   7    4   7.149134e+03     2.10%
   8    9   4.760038e+03     1.40%
   9   13   3.069337e+03     0.90%
  10   11   2.521419e+03     0.74%
  11   12   2.337394e+03     0.69%
  12    7   1.777296e+03     0.52%
  13   10   1.619066e+03     0.48%
  14    6   1.463233e+03     0.43%
  15   14   1.058191e+03     0.31%
  16   15   3.390924e+02     0.10%
  17   16   2.556863e+02     0.08%
  18   17   7.693450e+01     0.02%
