Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 3209562
n_zero_after_scaled  = 20970762
sMAD_WPS min         = 0.0006872601603555835
sMAD_WPS median      = 0.007465064704489813
WPS_scaled min       = -0.8220009674677378
WPS_scaled median    = -5.527409450258993e-17
WPS_scaled max       = 988.244169780746
