Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   3.367316e+04    29.38%
   2    5   2.167111e+04    18.91%
   3    0   1.935783e+04    16.89%
   4    4   1.285635e+04    11.22%
   5   10   8.359523e+03     7.29%
   6    3   4.370029e+03     3.81%
   7    7   4.015196e+03     3.50%
   8   11   3.400745e+03     2.97%
   9    2   2.196474e+03     1.92%
  10    9   2.060668e+03     1.80%
  11    6   1.966368e+03     1.72%
  12    8   6.863694e+02     0.60%
