Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    5   1.736662e+05    14.22%
   2    0   1.287844e+05    10.54%
   3    2   1.095412e+05     8.97%
   4    9   9.836967e+04     8.05%
   5    1   4.247061e+04     3.48%
   6   10   3.837108e+04     3.14%
   7   13   3.612781e+04     2.96%
   8   30   2.732043e+04     2.24%
   9    4   2.683462e+04     2.20%
  10   34   2.513086e+04     2.06%
  11   62   2.430137e+04     1.99%
  12   28   2.232455e+04     1.83%
  13   21   2.193898e+04     1.80%
  14   53   1.997795e+04     1.64%
  15   11   1.885380e+04     1.54%
  16   15   1.605277e+04     1.31%
  17   14   1.510429e+04     1.24%
  18   22   1.339626e+04     1.10%
  19   83   1.188085e+04     0.97%
  20    8   1.179512e+04     0.97%
  21   41   1.160924e+04     0.95%
  22    3   1.101449e+04     0.90%
  23   19   1.090834e+04     0.89%
  24  107   1.064028e+04     0.87%
  25   18   1.051213e+04     0.86%
  26   58   1.039053e+04     0.85%
  27    7   9.885693e+03     0.81%
  28   45   8.889969e+03     0.73%
  29   60   8.863165e+03     0.73%
  30   49   8.035732e+03     0.66%
  31   42   7.518307e+03     0.62%
  32   12   7.427915e+03     0.61%
  33   44   7.337739e+03     0.60%
  34   36   6.943358e+03     0.57%
  35   64   6.557297e+03     0.54%
  36   95   6.442957e+03     0.53%
  37   76   6.434254e+03     0.53%
  38   94   6.380806e+03     0.52%
  39  101   5.804921e+03     0.48%
  40    6   5.669050e+03     0.46%
  41  124   5.613892e+03     0.46%
  42   88   5.261038e+03     0.43%
  43   26   5.130427e+03     0.42%
  44   77   5.048542e+03     0.41%
  45   46   5.029244e+03     0.41%
  46   29   4.815559e+03     0.39%
  47   92   4.526178e+03     0.37%
  48   17   4.024549e+03     0.33%
  49  120   3.694642e+03     0.30%
  50   65   3.585584e+03     0.29%
  51   32   3.493611e+03     0.29%
  52  121   3.342020e+03     0.27%
  53   40   3.311016e+03     0.27%
  54   39   3.290121e+03     0.27%
  55   73   3.156418e+03     0.26%
  56   48   3.056555e+03     0.25%
  57   47   3.049523e+03     0.25%
  58   71   3.019811e+03     0.25%
  59  119   3.010393e+03     0.25%
  60   89   3.005665e+03     0.25%
  61   85   2.886213e+03     0.24%
  62  123   2.853606e+03     0.23%
  63   24   2.825877e+03     0.23%
  64   43   2.791291e+03     0.23%
  65   51   2.563068e+03     0.21%
  66  113   2.502025e+03     0.20%
  67   79   2.458760e+03     0.20%
  68   59   2.370883e+03     0.19%
  69   27   2.367567e+03     0.19%
  70  102   2.306149e+03     0.19%
  71  104   2.268818e+03     0.19%
  72   35   2.229541e+03     0.18%
  73   74   2.184070e+03     0.18%
  74   81   1.907801e+03     0.16%
  75   37   1.895761e+03     0.16%
  76  122   1.873078e+03     0.15%
  77  127   1.828034e+03     0.15%
  78   82   1.810832e+03     0.15%
  79   55   1.715842e+03     0.14%
  80   86   1.711854e+03     0.14%
  81  112   1.709088e+03     0.14%
  82  109   1.666389e+03     0.14%
  83   87   1.643883e+03     0.13%
  84   57   1.638201e+03     0.13%
  85   38   1.602960e+03     0.13%
  86  129   1.600251e+03     0.13%
  87  106   1.566980e+03     0.13%
  88   31   1.562176e+03     0.13%
  89   56   1.560012e+03     0.13%
  90  114   1.456683e+03     0.12%
  91   72   1.422223e+03     0.12%
  92   80   1.416378e+03     0.12%
  93  111   1.393650e+03     0.11%
  94   25   1.376015e+03     0.11%
  95   91   1.355737e+03     0.11%
  96  103   1.278119e+03     0.10%
  97  105   1.207540e+03     0.10%
  98   66   1.190835e+03     0.10%
  99   97   1.132372e+03     0.09%
 100  100   1.116163e+03     0.09%
 101  118   1.077214e+03     0.09%
 102  126   1.064356e+03     0.09%
 103   68   1.005331e+03     0.08%
 104   70   9.794027e+02     0.08%
 105   20   9.431408e+02     0.08%
 106   99   9.399053e+02     0.08%
 107   16   9.260258e+02     0.08%
 108   33   9.000405e+02     0.07%
 109   61   8.023933e+02     0.07%
 110  117   7.548833e+02     0.06%
 111   69   7.475350e+02     0.06%
 112   93   7.413365e+02     0.06%
 113   52   7.220434e+02     0.06%
 114  125   7.201343e+02     0.06%
 115   78   6.786582e+02     0.06%
 116  128   6.335046e+02     0.05%
 117   98   6.331352e+02     0.05%
 118   50   6.002558e+02     0.05%
 119  108   5.351208e+02     0.04%
 120   63   4.888532e+02     0.04%
 121   54   4.683614e+02     0.04%
 122   90   4.478701e+02     0.04%
 123   23   4.108696e+02     0.03%
 124   84   4.031725e+02     0.03%
 125  116   4.019595e+02     0.03%
 126   67   3.615566e+02     0.03%
 127   75   3.204843e+02     0.03%
 128  115   2.448113e+02     0.02%
 129  110   2.292551e+02     0.02%
 130   96   1.313897e+02     0.01%
