Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    2   8.840899e+03    30.84%
   2    0   6.847048e+03    23.88%
   3    1   5.581862e+03    19.47%
   4   15   2.381160e+03     8.31%
   5    3   1.624589e+03     5.67%
   6    4   1.422157e+03     4.96%
   7   10   4.345651e+02     1.52%
   8    8   2.668159e+02     0.93%
   9    5   2.047518e+02     0.71%
  10   13   1.836685e+02     0.64%
  11    7   1.657877e+02     0.58%
  12   11   1.047178e+02     0.37%
  13   14   1.007827e+02     0.35%
  14   16   8.808117e+01     0.31%
  15   18   8.231284e+01     0.29%
  16    9   8.178433e+01     0.29%
  17   20   7.722470e+01     0.27%
  18   19   5.565230e+01     0.19%
  19    6   4.473487e+01     0.16%
  20   12   3.123315e+01     0.11%
  21   17   2.712756e+01     0.09%
  22   21   2.353137e+01     0.08%
