Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   5.532540e+05    27.57%
   2    9   4.428661e+05    22.07%
   3   38   8.223699e+04     4.10%
   4    3   7.151051e+04     3.56%
   5    6   6.937298e+04     3.46%
   6   26   6.352237e+04     3.17%
   7    2   5.330318e+04     2.66%
   8    4   4.142056e+04     2.06%
   9   39   3.944671e+04     1.97%
  10   35   3.470328e+04     1.73%
  11   76   2.953305e+04     1.47%
  12   19   2.552936e+04     1.27%
  13  100   2.552147e+04     1.27%
  14   10   1.997244e+04     1.00%
  15   13   1.953646e+04     0.97%
  16   16   1.951079e+04     0.97%
  17   14   1.684347e+04     0.84%
  18   18   1.592828e+04     0.79%
  19   48   1.460467e+04     0.73%
  20   15   1.460094e+04     0.73%
  21    7   1.422519e+04     0.71%
  22   12   1.259949e+04     0.63%
  23  118   1.223067e+04     0.61%
  24   42   1.180714e+04     0.59%
  25   86   1.063560e+04     0.53%
  26   11   1.050871e+04     0.52%
  27   20   1.044147e+04     0.52%
  28  106   9.567314e+03     0.48%
  29  122   8.866343e+03     0.44%
  30   79   8.711390e+03     0.43%
  31  123   8.641489e+03     0.43%
  32   41   8.221396e+03     0.41%
  33  115   8.022894e+03     0.40%
  34   21   7.727841e+03     0.39%
  35   97   7.581370e+03     0.38%
  36   61   7.128731e+03     0.36%
  37   33   6.918149e+03     0.34%
  38  116   6.777600e+03     0.34%
  39    1   6.771873e+03     0.34%
  40   90   5.686106e+03     0.28%
  41   56   5.402334e+03     0.27%
  42   68   5.391343e+03     0.27%
  43   17   5.250773e+03     0.26%
  44   73   4.944370e+03     0.25%
  45   47   4.932439e+03     0.25%
  46  121   4.844267e+03     0.24%
  47   44   4.839051e+03     0.24%
  48  124   4.656876e+03     0.23%
  49    5   4.432679e+03     0.22%
  50   80   4.416048e+03     0.22%
  51  119   4.120079e+03     0.21%
  52    8   4.021440e+03     0.20%
  53   57   3.925891e+03     0.20%
  54   51   3.779473e+03     0.19%
  55   54   3.746300e+03     0.19%
  56   49   3.535230e+03     0.18%
  57   69   3.401276e+03     0.17%
  58  112   3.249030e+03     0.16%
  59   98   3.172879e+03     0.16%
  60   82   3.007698e+03     0.15%
  61   64   2.969295e+03     0.15%
  62   46   2.872060e+03     0.14%
  63   50   2.738471e+03     0.14%
  64   95   2.710570e+03     0.14%
  65   25   2.637875e+03     0.13%
  66   52   2.551878e+03     0.13%
  67   29   2.457802e+03     0.12%
  68   32   2.423810e+03     0.12%
  69   96   2.419636e+03     0.12%
  70   43   2.309325e+03     0.12%
  71   40   2.251676e+03     0.11%
  72   75   1.881874e+03     0.09%
  73   91   1.878258e+03     0.09%
  74   36   1.778176e+03     0.09%
  75   24   1.776039e+03     0.09%
  76   78   1.697043e+03     0.08%
  77   31   1.667557e+03     0.08%
  78   81   1.664734e+03     0.08%
  79   67   1.579539e+03     0.08%
  80   34   1.576325e+03     0.08%
  81   87   1.553612e+03     0.08%
  82   53   1.474880e+03     0.07%
  83  127   1.382947e+03     0.07%
  84  132   1.356179e+03     0.07%
  85   45   1.354986e+03     0.07%
  86  111   1.349802e+03     0.07%
  87   30   1.313985e+03     0.07%
  88   85   1.254412e+03     0.06%
  89  113   1.212414e+03     0.06%
  90   94   1.157253e+03     0.06%
  91  128   1.143600e+03     0.06%
  92  125   1.082989e+03     0.05%
  93   58   1.073028e+03     0.05%
  94   77   1.029381e+03     0.05%
  95  135   9.740520e+02     0.05%
  96   28   9.596361e+02     0.05%
  97   74   9.278790e+02     0.05%
  98  109   9.088840e+02     0.05%
  99   23   9.000334e+02     0.04%
 100  110   8.096447e+02     0.04%
 101  136   7.758636e+02     0.04%
 102   63   7.584058e+02     0.04%
 103  126   7.233664e+02     0.04%
 104   37   7.231639e+02     0.04%
 105  103   7.171525e+02     0.04%
 106   22   6.776694e+02     0.03%
 107   93   6.734411e+02     0.03%
 108   84   6.729391e+02     0.03%
 109   55   6.615643e+02     0.03%
 110   92   6.578130e+02     0.03%
 111   60   6.244678e+02     0.03%
 112   66   6.106566e+02     0.03%
 113  104   5.998397e+02     0.03%
 114   83   5.412472e+02     0.03%
 115   62   5.372715e+02     0.03%
 116   59   5.310943e+02     0.03%
 117   27   5.103414e+02     0.03%
 118   72   5.063721e+02     0.03%
 119  108   5.024805e+02     0.03%
 120  137   5.018051e+02     0.03%
 121   65   4.998513e+02     0.02%
 122  117   4.802380e+02     0.02%
 123   71   4.360918e+02     0.02%
 124  130   4.133884e+02     0.02%
 125  101   3.881888e+02     0.02%
 126  120   3.771597e+02     0.02%
 127  114   3.763282e+02     0.02%
 128  134   3.606354e+02     0.02%
 129   88   3.577822e+02     0.02%
 130  133   3.439002e+02     0.02%
 131  107   3.266143e+02     0.02%
 132   70   3.243782e+02     0.02%
 133  102   2.203859e+02     0.01%
 134   89   1.853986e+02     0.01%
 135   99   1.166203e+02     0.01%
 136  129   9.897068e+01     0.00%
 137  105   8.297859e+01     0.00%
 138  131   8.106625e+01     0.00%
