Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 6669409
n_zero_after_scaled  = 22503960
sMAD_WPS min         = 0.02774323957257662
sMAD_WPS median      = 0.031018883674477665
WPS_scaled min       = -0.6744907594765953
WPS_scaled median    = -6.224301175401038e-17
WPS_scaled max       = 49.37400841792942
