distance_km,best_shift_minutes,maximum_correlation
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,9.999931928393854808e-01
2.000000000000000000e+00,0.000000000000000000e+00,9.999720668857245975e-01
3.000000000000000000e+00,0.000000000000000000e+00,9.999368168930821144e-01
4.000000000000000000e+00,0.000000000000000000e+00,9.998902972656096289e-01
5.000000000000000000e+00,0.000000000000000000e+00,9.998355199463585530e-01
6.000000000000000000e+00,0.000000000000000000e+00,9.997735204673052767e-01
7.000000000000000000e+00,0.000000000000000000e+00,9.997093394167644309e-01
8.000000000000000000e+00,0.000000000000000000e+00,9.996562946342851808e-01
9.000000000000000000e+00,0.000000000000000000e+00,9.996263032461487619e-01
1.000000000000000000e+01,0.000000000000000000e+00,9.996161051323750879e-01
1.100000000000000000e+01,0.000000000000000000e+00,9.996046350247692613e-01
1.200000000000000000e+01,2.000000000000000000e+00,9.995736868811491149e-01
1.300000000000000000e+01,2.000000000000000000e+00,9.995318505003079057e-01
1.400000000000000000e+01,2.000000000000000000e+00,9.994679827799736183e-01
1.500000000000000000e+01,2.000000000000000000e+00,9.993993553598394808e-01
1.600000000000000000e+01,2.000000000000000000e+00,9.993364650097137369e-01
1.700000000000000000e+01,2.000000000000000000e+00,9.992850087340486853e-01
1.800000000000000000e+01,2.000000000000000000e+00,9.992439470634242316e-01
1.900000000000000000e+01,2.000000000000000000e+00,9.992014713503105661e-01
2.000000000000000000e+01,2.000000000000000000e+00,9.991405839409286394e-01
2.100000000000000000e+01,2.000000000000000000e+00,9.990518556353243929e-01
2.200000000000000000e+01,2.000000000000000000e+00,9.989404572929042603e-01
2.300000000000000000e+01,2.000000000000000000e+00,9.988193892051397960e-01
2.400000000000000000e+01,2.000000000000000000e+00,9.986978649047025813e-01
2.500000000000000000e+01,2.000000000000000000e+00,9.985839541392638186e-01
2.600000000000000000e+01,2.000000000000000000e+00,9.984890499960648036e-01
2.700000000000000000e+01,2.000000000000000000e+00,9.984114795868310743e-01
2.800000000000000000e+01,2.000000000000000000e+00,9.983314896150495832e-01
2.900000000000000000e+01,2.000000000000000000e+00,9.982333963021735590e-01
3.000000000000000000e+01,2.000000000000000000e+00,9.981149149992361025e-01
3.100000000000000000e+01,2.000000000000000000e+00,9.979803224338942291e-01
3.200000000000000000e+01,2.000000000000000000e+00,9.978392940368726594e-01
3.300000000000000000e+01,2.000000000000000000e+00,9.977035493403138000e-01
3.400000000000000000e+01,2.000000000000000000e+00,9.975764896362232514e-01
3.500000000000000000e+01,4.000000000000000000e+00,9.975033921661081715e-01
3.600000000000000000e+01,4.000000000000000000e+00,9.974327491833956394e-01
3.700000000000000000e+01,4.000000000000000000e+00,9.973591195679040178e-01
3.800000000000000000e+01,4.000000000000000000e+00,9.972770465224513048e-01
3.900000000000000000e+01,4.000000000000000000e+00,9.971707758823286083e-01
4.000000000000000000e+01,4.000000000000000000e+00,9.970280585104785986e-01
4.100000000000000000e+01,4.000000000000000000e+00,9.968533221723461235e-01
4.200000000000000000e+01,4.000000000000000000e+00,9.966656773654405388e-01
4.300000000000000000e+01,4.000000000000000000e+00,9.964881374756134891e-01
4.400000000000000000e+01,4.000000000000000000e+00,9.963412546193922692e-01
4.500000000000000000e+01,4.000000000000000000e+00,9.962399133759309855e-01
4.600000000000000000e+01,4.000000000000000000e+00,9.961873200798635475e-01
4.700000000000000000e+01,4.000000000000000000e+00,9.961699263047779640e-01
4.800000000000000000e+01,6.000000000000000000e+00,9.961862219857580136e-01
4.900000000000000000e+01,6.000000000000000000e+00,9.962330033814891239e-01
5.000000000000000000e+01,6.000000000000000000e+00,9.962554344940861561e-01
5.100000000000000000e+01,6.000000000000000000e+00,9.962486412172898431e-01
5.200000000000000000e+01,6.000000000000000000e+00,9.962267812673223366e-01
5.300000000000000000e+01,6.000000000000000000e+00,9.962090535732760488e-01
5.400000000000000000e+01,6.000000000000000000e+00,9.961999035943559511e-01
5.500000000000000000e+01,6.000000000000000000e+00,9.961839277857926778e-01
5.600000000000000000e+01,6.000000000000000000e+00,9.961408569935696899e-01
5.700000000000000000e+01,6.000000000000000000e+00,9.960616420830988860e-01
5.800000000000000000e+01,6.000000000000000000e+00,9.959488351668611683e-01
5.900000000000000000e+01,6.000000000000000000e+00,9.958082196707987999e-01
6.000000000000000000e+01,6.000000000000000000e+00,9.956470834946816728e-01
6.100000000000000000e+01,6.000000000000000000e+00,9.954768021532228728e-01
