Cluster power ranking (clustered only)

name = rednoise4
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 4.0

rank  kcl      P_abs           P_pct
   1    1   1.299332e+03    18.71%
   2    4   1.085520e+03    15.63%
   3    7   8.868442e+02    12.77%
   4    2   8.220465e+02    11.84%
   5    6   7.370551e+02    10.61%
   6    3   5.406225e+02     7.78%
   7   11   4.163781e+02     6.00%
   8    5   3.895509e+02     5.61%
   9    0   2.983482e+02     4.30%
  10   12   1.799129e+02     2.59%
  11    8   1.464529e+02     2.11%
  12   10   9.124158e+01     1.31%
  13    9   5.183096e+01     0.75%
