roi,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_fixed,0.4208333333333333,25.27180386032876,3.5374464281211653,91.35659044218005,6.3925714499168755,-1,31.142857142857153,-26.8566097421423,3.759281242005867,0.06738609162028739
