roi,window_index,start_row,end_row,start_frame,end_frame,best_a_deg_per_frame,avg_wavelength_km,avg_wavelength_error_km,avg_angle_deg,avg_angle_error_deg,direction,phase_slope_deg_per_point,phase_speed_m_per_s,phase_speed_error_m_per_s,SSE_min
ROI_fixed,0,0,29,0.0,29.0,0.4208333333333333,25.309100854336588,3.5254756562677443,91.35088329027847,6.403911090600498,-1,31.142857142857146,-26.896245646969646,3.7465597778097863,0.061880249662320606
ROI_fixed,1,5,34,5.0,34.0,0.4083333333333333,25.25797768158973,3.537508472056197,91.40183950790716,6.349947998673991,-1,31.267857142857135,-26.044631868642607,3.6476833992161963,0.02620106053311715
