Cluster power ranking (clustered only)

name = amp0p15
MIN_AMP = 0.15
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.03
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   7.225558e+03    22.72%
   2    7   3.998436e+03    12.57%
   3    5   3.639658e+03    11.44%
   4    3   2.896162e+03     9.11%
   5    6   2.655669e+03     8.35%
   6    0   1.674866e+03     5.27%
   7    9   1.091701e+03     3.43%
   8   21   8.569962e+02     2.69%
   9   19   7.529345e+02     2.37%
  10   10   7.014521e+02     2.21%
  11    8   6.214058e+02     1.95%
  12   18   5.817298e+02     1.83%
  13   12   3.868290e+02     1.22%
  14   15   2.980508e+02     0.94%
  15   14   2.978019e+02     0.94%
  16    2   2.809754e+02     0.88%
  17   26   2.152786e+02     0.68%
  18   38   2.070577e+02     0.65%
  19   13   1.897017e+02     0.60%
  20   17   1.856430e+02     0.58%
  21   29   1.695247e+02     0.53%
  22   11   1.326249e+02     0.42%
  23   34   1.257093e+02     0.40%
  24   20   1.215143e+02     0.38%
  25   23   1.103307e+02     0.35%
  26    4   1.095614e+02     0.34%
  27   49   9.622502e+01     0.30%
  28   22   9.580121e+01     0.30%
  29   37   9.257332e+01     0.29%
  30   28   8.919959e+01     0.28%
  31   51   8.449827e+01     0.27%
  32   32   8.344643e+01     0.26%
  33   30   8.046189e+01     0.25%
  34   40   7.719578e+01     0.24%
  35   70   6.277327e+01     0.20%
  36   24   6.208432e+01     0.20%
  37   63   5.994775e+01     0.19%
  38   73   5.929929e+01     0.19%
  39   45   5.417235e+01     0.17%
  40   52   5.218898e+01     0.16%
  41   93   4.955709e+01     0.16%
  42   60   4.894454e+01     0.15%
  43   80   4.832177e+01     0.15%
  44   41   4.140348e+01     0.13%
  45   25   3.971294e+01     0.12%
  46   36   3.950398e+01     0.12%
  47   44   3.925155e+01     0.12%
  48   16   3.915725e+01     0.12%
  49   53   3.802825e+01     0.12%
  50   35   3.677371e+01     0.12%
  51   43   3.651616e+01     0.11%
  52   42   3.534594e+01     0.11%
  53   27   3.319882e+01     0.10%
  54   86   3.228326e+01     0.10%
  55   54   3.096257e+01     0.10%
  56   50   3.081846e+01     0.10%
  57   66   3.066370e+01     0.10%
  58   33   2.871903e+01     0.09%
  59   48   2.736740e+01     0.09%
  60   46   2.669024e+01     0.08%
  61   76   2.602232e+01     0.08%
  62   79   2.534585e+01     0.08%
  63   47   2.403019e+01     0.08%
  64   98   2.397476e+01     0.08%
  65   72   2.344608e+01     0.07%
  66   67   2.174459e+01     0.07%
  67   78   2.014673e+01     0.06%
  68   94   1.957321e+01     0.06%
  69   59   1.937587e+01     0.06%
  70   68   1.913679e+01     0.06%
  71   99   1.811563e+01     0.06%
  72   87   1.631385e+01     0.05%
  73   83   1.581958e+01     0.05%
  74   58   1.435676e+01     0.05%
  75   57   1.427131e+01     0.04%
  76   82   1.240533e+01     0.04%
  77   85   1.208809e+01     0.04%
  78  102   1.195971e+01     0.04%
  79   75   1.194313e+01     0.04%
  80   74   1.084666e+01     0.03%
  81   64   1.068467e+01     0.03%
  82   62   1.065029e+01     0.03%
  83   61   1.060033e+01     0.03%
  84   84   1.042152e+01     0.03%
  85   71   9.930258e+00     0.03%
  86  100   9.905932e+00     0.03%
  87   56   8.850541e+00     0.03%
  88   65   8.075591e+00     0.03%
  89   55   8.054868e+00     0.03%
  90   95   7.071694e+00     0.02%
  91   81   5.457256e+00     0.02%
  92   91   5.323263e+00     0.02%
  93   97   4.798738e+00     0.02%
  94   39   4.245360e+00     0.01%
  95   96   4.025652e+00     0.01%
  96   90   3.659566e+00     0.01%
  97  101   3.232612e+00     0.01%
  98   92   2.852586e+00     0.01%
  99   69   2.345637e+00     0.01%
 100   88   1.835737e+00     0.01%
 101   89   1.729434e+00     0.01%
 102   77   1.253435e+00     0.00%
 103   31   1.055022e+00     0.00%
