cluster_a  best_cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       92            1309       1   0.114  0.483  28452     1.000           3.2         3.7         0.5      53.8      53.8
       93            1337       0   0.031  0.531   2072     1.542          10.0        10.0         0.0      53.8      83.0
       94            1321       1   0.518  0.562  12540     1.000           0.1       163.2       163.1      64.0      64.0
       95            1331       1   0.044  0.173   6700     1.091           2.6       136.0       138.6     117.4     107.6
       96            1342       1   0.110  0.239   6152     1.091           1.0       140.0       139.0      69.8      76.1
       97            1321       1   0.106  0.606  11168     1.000           4.7       168.2       163.5      64.0      64.0
       98            1310       1   0.067  0.422  16912     1.091           4.8       141.2       146.0      76.1      69.8
       99            1373       1   0.040  0.157   1096     1.091           2.6         7.4        10.0      38.1      34.9
      100            1420       0   0.006  0.190    120     1.542          20.0       170.0       150.0      53.8      34.9
      101            1379       0   0.214  0.303   2292     1.414           0.0        90.0        90.0      98.7      69.8
