Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    0   6.597764e+03    37.49%
   2    4   2.392067e+03    13.59%
   3    5   1.484380e+03     8.43%
   4    6   1.355374e+03     7.70%
   5    1   1.230298e+03     6.99%
   6    3   1.161244e+03     6.60%
   7    7   8.706826e+02     4.95%
   8    8   5.541874e+02     3.15%
   9   12   4.055449e+02     2.30%
  10    9   3.988812e+02     2.27%
  11   13   3.214739e+02     1.83%
  12   10   2.621846e+02     1.49%
  13   11   1.543780e+02     0.88%
  14    2   1.442646e+02     0.82%
  15   15   1.082212e+02     0.61%
  16   14   8.730381e+01     0.50%
  17   16   7.147068e+01     0.41%
