Cluster power ranking (clustered only)

name = base
MIN_AMP = 0.2
THR = 0.1
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    1   2.906926e+04    23.38%
   2    0   2.485400e+04    19.99%
   3    4   2.226324e+04    17.91%
   4    2   7.456044e+03     6.00%
   5    6   4.645975e+03     3.74%
   6    3   3.811809e+03     3.07%
   7    5   2.550825e+03     2.05%
   8   13   1.887571e+03     1.52%
   9   11   1.677660e+03     1.35%
  10   28   1.523054e+03     1.23%
  11   14   1.349386e+03     1.09%
  12   16   1.311672e+03     1.06%
  13   39   1.200138e+03     0.97%
  14   27   1.191776e+03     0.96%
  15   38   1.011357e+03     0.81%
  16   67   7.387905e+02     0.59%
  17    8   7.150418e+02     0.58%
  18    9   7.032443e+02     0.57%
  19   10   6.748063e+02     0.54%
  20   45   5.081521e+02     0.41%
  21   70   4.997390e+02     0.40%
  22   21   4.886137e+02     0.39%
  23   46   4.884256e+02     0.39%
  24   29   4.799484e+02     0.39%
  25   56   4.626819e+02     0.37%
  26  128   4.248817e+02     0.34%
  27   71   4.130067e+02     0.33%
  28   20   3.988685e+02     0.32%
  29   73   3.659005e+02     0.29%
  30   34   3.445282e+02     0.28%
  31  126   2.878624e+02     0.23%
  32   40   2.815629e+02     0.23%
  33   33   2.673026e+02     0.22%
  34   18   2.464612e+02     0.20%
  35   32   2.455856e+02     0.20%
  36   97   2.385091e+02     0.19%
  37   72   2.287900e+02     0.18%
  38   30   2.271029e+02     0.18%
  39   62   2.256611e+02     0.18%
  40    7   2.228150e+02     0.18%
  41   31   2.092131e+02     0.17%
  42  104   2.088034e+02     0.17%
  43   43   2.043169e+02     0.16%
  44  117   1.977739e+02     0.16%
  45   87   1.970734e+02     0.16%
  46   50   1.964877e+02     0.16%
  47  154   1.943144e+02     0.16%
  48   44   1.940990e+02     0.16%
  49   25   1.863181e+02     0.15%
  50   53   1.798815e+02     0.14%
  51   48   1.674842e+02     0.13%
  52   66   1.627111e+02     0.13%
  53  111   1.493548e+02     0.12%
  54   41   1.420524e+02     0.11%
  55  113   1.392593e+02     0.11%
  56   64   1.248749e+02     0.10%
  57   36   1.216090e+02     0.10%
  58  115   1.175330e+02     0.09%
  59   83   1.134863e+02     0.09%
  60  121   1.110456e+02     0.09%
  61  108   1.043353e+02     0.08%
  62   42   1.039998e+02     0.08%
  63   58   1.036162e+02     0.08%
  64   59   1.001967e+02     0.08%
  65   12   9.577530e+01     0.08%
  66   15   9.496597e+01     0.08%
  67  139   9.248468e+01     0.07%
  68  120   9.118277e+01     0.07%
  69   93   8.723964e+01     0.07%
  70  174   8.653142e+01     0.07%
  71  158   8.441275e+01     0.07%
  72   47   8.384959e+01     0.07%
  73  148   8.217441e+01     0.07%
