Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.02
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 6022769
n_zero_after_scaled  = 19646053
sMAD_WPS min         = 0.0
sMAD_WPS median      = 0.0022179886484778827
WPS_scaled min       = -0.7911446585799193
WPS_scaled median    = 0.0
WPS_scaled max       = 584.3911178977673
