Red noise filter diagnostics

name                  = base
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD   = 8.0

n_coeff_total        = 22680000
n_zero_after_white   = 3831367
n_zero_after_scaled  = 22271530
sMAD_WPS min         = 0.04548296888634453
sMAD_WPS median      = 0.05246164508852451
WPS_scaled min       = -0.8999724444210213
WPS_scaled median    = -7.552827354544086e-17
WPS_scaled max       = 93.31070780934394
