Cluster power ranking (clustered only)

name = base
MIN_AMP = 1.25
THR = 0.6
WHITE_NOISE_THRESHOLD = 0.1
WPS_NOISE_THRESHOLD = 8.0

rank  kcl      P_abs           P_pct
   1    2   3.132388e+04    23.13%
   2    7   3.104546e+04    22.93%
   3   10   2.836511e+04    20.95%
   4   12   1.566005e+04    11.56%
   5    0   9.591695e+03     7.08%
   6    6   5.368163e+03     3.96%
   7    4   4.991246e+03     3.69%
   8    9   2.783919e+03     2.06%
   9    1   2.291628e+03     1.69%
  10    3   1.979254e+03     1.46%
  11    8   1.321084e+03     0.98%
  12   11   5.217202e+02     0.39%
  13    5   1.736474e+02     0.13%
